"index" "Data" "Hora" "ID_antigo" "ID_novo" "revisor" "plotID" "qdID" "Dupla" "Especie.com.Certeza" "Palpite.Especie" "Nome.Cientifico" "Genero" "Familia" "Subordem" "Ordem" "Classe" "Enviar.Especialista" "Lat" "Lon" "Alt" "Precision" "ErrorCoor" "Exclude" "Foto.Toda.Carcaca" "Foto.Toda.Carcaca.1" "Foto.Cabeca.de.Frente" "Foto.Cabeca.de.Frente.1" "Foto.Cabeca.de.Lado" "Foto.Cabeca.de.Lado.1" "Foto.da.Pata" "Foto.da.Pata.1" "Outra.Foto1" "Outra.Foto1.1" "Outra.Foto2" "Outra.Foto2.1" "Carcaca.Coletada." "Tecido.Coletado." "Observacoes" "X_id" "X_uuid" "X_submission_time" "X_validation_status" "kobo_index" "form_kobo" "start" "end" "Coordenada.da.carcaca"
358 "27/10/2020" "16:52:00.000-04:00" "P12743_1650" "P12743_1650" "Douglas" "P12743" "222" "Dupla2" "" "Queixada" "Tayassu pecari" "Tayassu" "Tayassuidae" "" "Artiodactyla" "Mammalia" "não" -16.781778 -56.172345 129 4.551000118 "" "" "16038319224261387591256-16_52_14.jpg" "Foto Toda Carcaca" "1603831893592269054761-16_51_53.jpg" "Foto Cabeca Frente" "16038318745022032074368-16_51_25.jpg" "Foto Cabeca Lado" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72036397 "742d2719-2de6-484f-9039-d8527d8a473f" "2020-10-27T22:25:47" "" 358 "dusma" "2020-10-27T16:49:53.740-04:00" "2020-10-27T16:52:32.267-04:00" "-16.781807 -56.172165 129 4.551000118255615"
361 "27/10/2020" "07:17:00.000-04:00" "PTQ7_0717" "PTQ7_0717" "Fernanda" "PTQ7" "184" "Dupla1" "Anta" "Anta" "Tapirus terrestris" "Tapirus" "Tapiridae" "" "Perissodactyla" "Mammalia" "não" -16.759707 -56.247146 128.0524902 3.21600008 "" "" "16037974313368991032356121640691-7_17_26.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 72516860 "f39b65ca-918a-4142-9dc2-418bdf6e0ccf" "2020-10-31T14:45:04" "" 444 "dusma" "2020-10-27T07:16:49.113-04:00" "2020-10-27T07:17:37.437-04:00" "-16.759707 -56.247146 128.052490234375 3.2160000801086426"
362 "27/10/2020" "07:22:00.000-04:00" "PTQ7_0721" "PTQ7_0721" "Fernanda" "PTQ7" "184" "Dupla1" "Anta" "Anta" "Tapirus terrestris" "Tapirus" "Tapiridae" "" "Perissodactyla" "Mammalia" "não" -16.759801 -56.246991 130.9018555 3.21600008 "" "" "16037977121755702357053640417888-7_22_6.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "Filhote" 72517210 "36df2c4c-42ce-4401-b666-12902cc95eb7" "2020-10-31T14:48:40" "" 445 "dusma" "2020-10-27T07:17:37.675-04:00" "2020-10-27T07:22:29.799-04:00" "-16.759801 -56.246991 130.90185546875 3.2160000801086426"
364 "27/10/2020" "07:47:00.000-04:00" "PTQ_0746" "PTQ7_0746" "Fernanda" "PTQ7" "184" "Dupla2" "Lobete" "AVALIAR" "Cerdocyon thous" "Cerdocyon" "Canidae" "" "Carnivora" "Mammalia" "sim" -16.760059 -56.246599 130.4191284 3.21600008 "" "" "16037992330548373273777338782773-7_47_24.jpg" "Foto Toda Carcaca" "" "Sem Foto" "16037992516531650563802493725422-7_47_40.jpg" "Foto Cabeca Lado" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 72540046 "ccc4dda0-d3fe-4cb6-ab2d-d4d2dd417c6e" "2020-10-31T19:05:55" "" 447 "dusma" "2020-10-27T07:45:37.390-04:00" "2020-10-27T07:47:54.852-04:00" "-16.760059 -56.246599 130.41912841796875 3.2160000801086426"
366 "27/10/2020" "07:58:00.000-04:00" "PTQ_0757" "PTQ7_0757" "Fernanda" "PTQ7" "184" "Dupla1" "Anta" "Anta" "Tapirus terrestris" "Tapirus" "Tapiridae" "" "Perissodactyla" "Mammalia" "não" -16.760142 -56.246762 127.1785278 3.21600008 "" "" "16037998801714534228355382345715-7_58_17.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 72540052 "54de9c26-7681-41b8-9849-6cf0b5e41248" "2020-10-31T19:06:00" "" 449 "dusma" "2020-10-27T07:57:30.472-04:00" "2020-10-27T07:58:29.872-04:00" "-16.760142 -56.246762 127.17852783203125 3.2160000801086426"
367 "27/10/2020" "08:03:00.000-04:00" "PTQ_0800" "PTQ7_0800" "Fernanda" "PTQ7" "184" "Dupla1" "" "Mazama" "" "Mazama" "Cervidae" "" "Artiodactyla" "Mammalia" "sim" -16.760128 -56.246767 128.6550293 3.21600008 "" "" "16038000368967937672857835508563-8_0_48.jpg" "Foto Toda Carcaca" "16038001071417992703748081307891-8_1_56.jpg" "Foto Cabeca Frente" "16038001392534071167707892338772-8_2_29.jpg" "Foto Cabeca Lado" "" "Sem Foto" "16038001863533890302715995049335-8_3_14.jpg" "Outra Foto 1" "" "Sem Foto" "Não" "Sim" "" 72540081 "d7598604-9cf7-49e7-91cb-0ac5eabc818a" "2020-10-31T19:06:25" "" 450 "dusma" "2020-10-27T07:58:30.105-04:00" "2020-10-27T08:03:26.972-04:00" "-16.760128 -56.246767 128.655029296875 3.2160000801086426"
369 "27/10/2020" "08:18:00.000-04:00" "PTQ_0817" "PTQ7_0817" "Fernanda" "PTQ7" "184" "Dupla1" "Anta" "Anta" "Tapirus terrestris" "Tapirus" "Tapiridae" "" "Perissodactyla" "Mammalia" "não" -16.760219 -56.246699 127.0212402 3.21600008 "" "" "1603801079392962971412982587430-8_18_23.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 72540107 "a1d18f09-9f27-4706-a751-7a667911dc69" "2020-10-31T19:06:39" "" 452 "dusma" "2020-10-27T08:14:41.636-04:00" "2020-10-27T08:18:38.087-04:00" "-16.760219 -56.246699 127.021240234375 3.2160000801086426"
373 "27/10/2020" "07:41:00.000-04:00" "PTQ_0740" "PTQ7_0740" "Fernanda" "PTQ7" "184" "Dupla1" "Irara" "" "Eira barbara" "Eira" "Mustelidae" "" "Carnivora" "Mammalia" "não" -16.760044 -56.24677 128.7473755 3.21600008 "" "" "16037988278075184159100027720869-7_40_40.jpg" "Foto Toda Carcaca" "16037988483931276457471407532022-7_41_27.jpg" "Foto Cabeca Frente" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 72541207 "20fb8076-60b1-4d7f-915c-ab0a5430856f" "2020-10-31T19:23:14" "" 472 "dusma" "2020-10-27T07:40:05.197-04:00" "2020-10-27T07:41:44.068-04:00" "-16.760044 -56.24677 128.74737548828125 3.2160000801086426"
378 "28/10/2020" "10:14:00.000-04:00" "P5676_1011" "P5676_1011" "Bel" "P5676" "138" "Dupla2" "Queixada" "Queixada" "Tayassu pecari" "Tayassu" "Tayassuidae" "" "Artiodactyla" "Mammalia" "não" -16.768955 -56.295604 117 1539.775024 "no" "" "16038943986558780065096961510492-10_13_45.jpg" "Foto Toda Carcaca" "16038944555776364757857494441220-10_14_25.jpg" "Foto Cabeca Frente" "160389443111438864299393117893-10_14_10.jpg" "Foto Cabeca Lado" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72149492 "cf8cdd64-ebd5-4249-8077-bcc9b5bbf436" "2020-10-28T15:45:53" "" 367 "dusma" "2020-10-28T10:10:46.841-04:00" "2020-10-28T10:14:39.206-04:00" "-16.768955 -56.295604 117 1539.7750244140625"
381 "28/10/2020" "08:38:00.000-04:00" "P5610_0835" "P5610_0835" "Flamarion" "P5610" "138" "Dupla1" "Macaco-prego" "Macaco-prego" "Sapajus cay" "Sapajus" "Cebidae" "" "Primates" "Mammalia" "não" -16.7773 -56.2986 119.1308983 10 "" "" "image-8_37_24.jpg" "Foto Toda Carcaca" "image-8_37_57.jpg" "Foto Cabeca Frente" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72149906 "3a12828c-fac1-4995-994e-006f5a150329" "2020-10-28T15:49:00" "" 370 "dusma" "2020-10-27T17:02:28.048-04:00" "2020-10-28T08:39:02.202-04:00" "-16.77776 -56.298983 119.1308983206551 10"
382 "28/10/2020" "08:42:00.000-04:00" "P5610_0841" "P5610_0841" "Bel" "P5610" "138" "Dupla1" "Macaco-prego" "Macaco-prego" "Sapajus cay" "Sapajus" "Cebidae" "" "Primates" "Mammalia" "não" -16.777675 -56.298869 119.3302442 5 "" "" "image-8_42_4.jpg" "Foto Toda Carcaca" "image-8_42_44.jpg" "Foto Cabeca Frente" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72149935 "05e31022-eafb-4235-9cbf-951d7bb3eca1" "2020-10-28T15:49:13" "" 371 "dusma" "2020-10-28T08:41:14.745-04:00" "2020-10-28T08:43:02.502-04:00" "-16.777675 -56.298869 119.33024419460831 5"
383 "28/10/2020" "08:45:00.000-04:00" "P5610_0844" "P5610_0844" "Bel" "P5610" "138" "Dupla1" "Macaco-prego" "Macaco-prego" "Sapajus cay" "Sapajus" "Cebidae" "" "Primates" "Mammalia" "não" -16.777722 -56.298828 120.4370604 5 "" "" "image-8_45_5.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72149937 "35b97de7-e058-44e8-a110-68af6ba160d2" "2020-10-28T15:49:15" "" 372 "dusma" "2020-10-28T08:44:12.085-04:00" "2020-10-28T08:45:18.104-04:00" "-16.777722 -56.298828 120.43706042131451 5"
384 "28/10/2020" "08:47:00.000-04:00" "P5610_0846" "P5610_0846" "Bel" "P5610" "138" "Dupla1" "Macaco-prego" "Macaco-prego" "Sapajus cay" "Sapajus" "Cebidae" "" "Primates" "Mammalia" "não" -16.7773 -56.2986 120.5304679 5 "" "" "image-8_47_39.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72149941 "850bf184-cac2-46ce-a94b-e4a3582d6226" "2020-10-28T15:49:16" "" 373 "dusma" "2020-10-28T08:46:22.163-04:00" "2020-10-28T08:48:06.559-04:00" "-16.777825 -56.298832 120.53046793309589 5"
385 "28/10/2020" "08:49:00.000-04:00" "P5610_0848" "P5610_0848" "Bel" "P5610" "138" "Dupla1" "Macaco-prego" "Macaco-prego" "Sapajus cay" "Sapajus" "Cebidae" "" "Primates" "Mammalia" "não" -16.7773 -56.2986 121.1159385 5 "" "" "image-8_49_5.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72149943 "968ab6f5-6b82-4426-9576-a1a8e41a265d" "2020-10-28T15:49:17" "" 374 "dusma" "2020-10-28T08:48:06.808-04:00" "2020-10-28T08:49:18.296-04:00" "-16.777847 -56.298811 121.11593850350668 5"
386 "28/10/2020" "08:55:00.000-04:00" "P5610_0854" "P5610_0854" "Bel" "P5610" "138" "Dupla1" "Cutia" "" "Dasyprocta azarae" "Dasyprocta" "Dasyproctidae" "" "Rodentia" "Mammalia" "" -16.777732 -56.298152 120.6558508 5 "" "" "image-8_55_1.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72200414 "a5ccf06f-87a1-478e-a207-2f55f8136771" "2020-10-28T22:40:00" "" 375 "dusma" "2020-10-28T08:54:21.251-04:00" "2020-10-28T08:55:19.411-04:00" "-16.777732 -56.298152 120.65585076959307 5"
387 "28/10/2020" "09:23:00.000-04:00" "P5591_0922" "P5591_0922" "Bel" "P5591" "138" "Dupla2" "Quati" "Quati" "Nasua nasua" "Nasua" "Procyonidae" "" "Carnivora" "Mammalia" "sim" -16.777403 -56.299527 123.9271149 5 "" "" "image-9_23_12.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72200416 "20227895-16c2-4e92-86e1-dfe9c7ad2764" "2020-10-28T22:40:01" "" 376 "dusma" "2020-10-28T09:22:14.026-04:00" "2020-10-28T09:23:25.472-04:00" "-16.777403 -56.299527 123.9271148688428 5"
388 "28/10/2020" "09:50:00.000-04:00" "p5591_0945" "P5591_0945" "Bel" "P5591" "138" "Dupla1" "Macaco-prego" "Macaco-prego" "Sapajus cay" "Sapajus" "Cebidae" "" "Primates" "Mammalia" "não" -16.7773 -56.2995 124.5910272 5 "" "" "image-9_49_13.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "image-9_49_58.jpg" "Outra Foto 1" "" "Sem Foto" "Não" "Não" "" 72200419 "9dafef20-4612-4d7e-925f-9dd78ef1a222" "2020-10-28T22:40:03" "" 377 "dusma" "2020-10-28T09:47:23.376-04:00" "2020-10-28T09:50:18.653-04:00" "-16.777749 -56.299025 124.59102718984923 5"
389 "28/10/2020" "08:02:00.000-03:00" "P5541_0759" "P5541_0759" "Bel" "P5541" "138" "Dupla1" "Cutia" "" "Dasyprocta azarae" "Dasyprocta" "Dasyproctidae" "" "Rodentia" "Mammalia" "" -16.770877 -56.30275 119 3.900000095 "" "" "16038828124498157416077274789449-8_2_3.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 72202788 "cf516670-7be7-479e-9006-21551ff9fafe" "2020-10-28T23:48:31" "" 378 "dusma" "2020-10-28T07:59:23.001-03:00" "2020-10-28T08:02:23.495-03:00" "-16.770877 -56.30275 119 3.9000000953674316"
392 "28/10/2020" "08:51:00.000-03:00" "P5520_0850" "P5520_0850" "Bel" "P5520" "138" "Dupla2" "Cutia" "" "Dasyprocta azarae" "Dasyprocta" "Dasyproctidae" "" "Rodentia" "Mammalia" "" -16.773197 -56.303227 113.9 3.900000095 "" "" "16038858570505745360302778601692-8_51_42.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 72202795 "564a97ec-e476-4493-9dbe-b8f06dde696e" "2020-10-28T23:48:42" "" 381 "dusma" "2020-10-28T08:49:25.777-03:00" "2020-10-28T08:51:57.223-03:00" "-16.773197 -56.303227 113.9 3.9000000953674316"
393 "28/10/2020" "08:54:00.000-03:00" "P5520_0852" "P5520_0852" "Bel" "P5520" "138" "Dupla2" "Cutia" "" "Dasyprocta azarae" "Dasyprocta" "Dasyproctidae" "" "Rodentia" "Mammalia" "" -16.773197 -56.303227 113.9 3.900000095 "" "" "16038860208671703652253597801928-8_54_39.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 72202796 "a5acb496-91ed-4ef5-8ce3-fd098876280e" "2020-10-28T23:48:43" "" 382 "dusma" "2020-10-28T08:51:57.402-03:00" "2020-10-28T08:54:54.884-03:00" "-16.773197 -56.303227 113.9 3.9000000953674316"
396 "28/10/2020" "09:15:00.000-03:00" "P5520_0912" "P5520_0912" "Flamarion" "P5520" "138" "Dupla2" "Ouriço; Coandu" "Jaó" "Coendou prehensilis" "Coendou" "Erethizontidae" "" "Rodentia" "Mammalia" "sim" -16.772955 -56.303277 122.1 3.900000095 "" "" "16038871822342709298316794628477-9_14_34.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Sim" "Não" "" 72202802 "069318eb-e43c-4168-b149-bed844aa9f71" "2020-10-28T23:48:47" "" 385 "dusma" "2020-10-28T09:12:06.698-03:00" "2020-10-28T09:15:15.546-03:00" "-16.772955 -56.303277 122.1 3.9000000953674316"
398 "28/10/2020" "09:36:00.000-03:00" "P55200934" "P5520_0934" "Bel" "P5520" "138" "Dupla2" "Macaco-prego" "Jaó" "Sapajus cay" "Sapajus" "Cebidae" "" "Primates" "Mammalia" "não" -16.772537 -56.30358 121.5 3.900000095 "" "" "16038884969255580048892487504787-9_36_45.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 72202806 "57876451-f972-47e4-8bfd-74f9f559fb98" "2020-10-28T23:48:50" "" 387 "dusma" "2020-10-28T09:34:22.166-03:00" "2020-10-28T09:36:56.638-03:00" "-16.772537 -56.30358 121.5 3.9000000953674316"
400 "28/10/2020" "10:25:00.000-03:00" "P5543_1024" "P5543_1024" "Bel" "P5543" "138" "Dupla1" "Cutia" "" "Dasyprocta azarae" "Dasyprocta" "Dasyproctidae" "" "Rodentia" "Mammalia" "" -16.769448 -56.30234 121.2 3.900000095 "" "" "1603891532561708702442235314977-10_25_47.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 72202809 "e2ed4242-ca65-443a-a526-dc88c475ca5b" "2020-10-28T23:48:53" "" 389 "dusma" "2020-10-28T10:23:28.684-03:00" "2020-10-28T10:26:00.587-03:00" "-16.769448 -56.30234 121.2 3.9000000953674316"
401 "28/10/2020" "10:27:00.000-03:00" "P5543_1027" "P5543_1027" "Bel" "P5543" "138" "Dupla1" "Cutia" "" "Dasyprocta azarae" "Dasyprocta" "Dasyproctidae" "" "Rodentia" "Mammalia" "" -16.769542 -56.302373 121.4 3.900000095 "" "" "16038916152963486421395559228569-10_27_9.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 72202810 "d9a0f780-91ce-4596-bf5c-eb769257b8b8" "2020-10-28T23:48:54" "" 390 "dusma" "2020-10-28T10:26:33.324-03:00" "2020-10-28T10:27:58.505-03:00" "-16.769542 -56.302373 121.4 3.9000000953674316"
409 "28/10/2020" "09:42:00.000-04:00" "P5520_0942" "P5520_0942" "Bel" "P5520" "138" "Dupla1" "Cutia" "" "Dasyprocta azarae" "Dasyprocta" "Dasyproctidae" "" "Rodentia" "Mammalia" "" -16.77309 -56.303726 126.7155151 3.21600008 "" "" "16038926144675628071577081587919-9_43_40.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 72202893 "94099336-67ee-475d-ac40-c3eb47df0ee3" "2020-10-28T23:50:15" "" 398 "dusma" "2020-10-28T09:42:01.942-04:00" "2020-10-28T09:43:43.594-04:00" "-16.77309 -56.303726 126.71551513671875 3.2160000801086426"
411 "28/10/2020" "08:21:00.000-04:00" "P5541_0820" "P5541_0820" "Bel" "P5541" "138" "Dupla1" "Veado-mateiro" "Veado-mateiro" "Mazama americana" "Mazama" "Cervidae" "" "Artiodactyla" "Mammalia" "" -16.77105 -56.30205 123.3182983 3.21600008 "" "" "1603887596967144732829107022336-8_20_20.jpg" "Foto Toda Carcaca" "" "Sem Foto" "16038876410855648302609410134751-8_20_50.jpg" "Foto Cabeca Lado" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 72202885 "f96f1234-7b63-4b84-b17d-fa2a8c4f374f" "2020-10-28T23:49:59" "" 400 "dusma" "2020-10-28T08:12:22.102-04:00" "2020-10-28T08:21:24.188-04:00" "-16.77105 -56.30205 123.31829833984375 3.2160000801086426"
413 "28/10/2020" "09:07:00.000-04:00" "P5520_0908" "P5520_0908" "Bel" "P5520" "138" "Dupla1" "Cutia" "" "Dasyprocta azarae" "Dasyprocta" "Dasyproctidae" "" "Rodentia" "Mammalia" "" -16.772658 -56.303289 131.6296997 6.43200016 "" "" "16038904560756151467708131720933-9_7_42.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 72202889 "89b57772-ab22-4e1f-99cb-b261353ea76c" "2020-10-28T23:50:09" "" 402 "dusma" "2020-10-28T09:07:25.253-04:00" "2020-10-28T09:08:43.220-04:00" "-16.772658 -56.303289 131.62969970703125 6.432000160217285"
414 "28/10/2020" "09:23:00.000-04:00" "P5520_0922" "P5520_0922" "Bel" "P5520" "138" "Dupla1" "Cutia" "" "Dasyprocta azarae" "Dasyprocta" "Dasyproctidae" "" "Rodentia" "Mammalia" "" -16.773188 -56.303399 126.0737915 3.394000053 "" "" "16038913737432603924068188991584-9_23_28.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 72202890 "7d08111c-3c2d-4349-bb16-0ac40bd42059" "2020-10-28T23:50:10" "" 403 "dusma" "2020-10-28T09:22:30.530-04:00" "2020-10-28T09:23:45.258-04:00" "-16.773188 -56.303399 126.07379150390625 3.3940000534057617"
424 "28/10/2020" "16:55:00.000-04:00" "P12891" "P12891_1655" "Douglas" "P12891" "222" "Dupla1" "Cutia" "" "Dasyprocta azarae" "Dasyprocta" "Dasyproctidae" "" "Rodentia" "Mammalia" "" -16.773601 -56.165675 132.9338379 3.21600008 "" "" "16039184911412534903391104345339-16_55_1.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72202919 "0dff4b01-4e9e-49a7-955b-a6726c633672" "2020-10-28T23:51:14" "" 413 "dusma" "2020-10-28T16:54:12.303-04:00" "2020-10-28T16:55:10.583-04:00" "-16.773601 -56.165675 132.933837890625 3.2160000801086426"
427 "28/10/2020" "16:24:00.000-04:00" "P12830" "P12830_1624" "Douglas" "P12830" "222" "Dupla1" "Tamanduá-mirim" "" "Tamandua tetradactyla" "Tamandua" "Myrmecophagidae" "" "Pilosa" "Mammalia" "" -16.773837 -56.168002 139 9.062999725 "" "" "16039166820473630654913793903114-16_24_51.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72425826 "3015e3cb-16ba-46ef-845f-e657e8279c97" "2020-10-30T18:22:25" "" 434 "dusma" "2020-10-28T16:23:53.751-04:00" "2020-10-28T16:25:00.703-04:00" "-16.773837 -56.168002 139 9.062999725341797"
429 "28/10/2020" "08:12:00.000-04:00" "P5610_0810" "P5610_0810" "Bel" "P5610" "138" "Dupla2" "Macaco-prego" "Macaco-prego" "Sapajus cay" "Sapajus" "Cebidae" "" "Primates" "Mammalia" "não" -16.776853 -56.29813 129.663208 3.21600008 "" "" "16038870657718609104324931646851-8_11_18.jpg" "Foto Toda Carcaca" "16038870891982285148469419923301-8_11_39.jpg" "Foto Cabeca Frente" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 72540159 "d61fbc72-702a-4748-a6ca-40449aac5e31" "2020-10-31T19:07:17" "" 455 "dusma" "2020-10-28T08:10:10.439-04:00" "2020-10-28T08:12:23.726-04:00" "-16.776853 -56.29813 129.6632080078125 3.2160000801086426"
430 "28/10/2020" "08:20:00.000-04:00" "P5610_0818" "P5610_0818" "Fernando" "P5610" "138" "Dupla1" "" "" "Tayassu pecari" "Tayassu" "Tayassuidae" "" "Artiodactyla" "Mammalia" "sim" -16.777253 -56.298932 124.8643799 4.460999966 "" "" "16038875864398396865614161543078-8_20_23.jpg" "Foto Toda Carcaca" "" "Sem Foto" "16038876309707285542026116987274-8_20_43.jpg" "Foto Cabeca Lado" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72540230 "34917ed7-bdd7-46f3-8aee-80a602db769a" "2020-10-31T19:08:08" "" 456 "dusma" "2020-10-28T08:18:46.887-04:00" "2020-10-28T08:20:54.502-04:00" "-16.777253 -56.298932 124.8643798828125 4.460999965667725"
431 "28/10/2020" "08:37:00.000-04:00" "P5610" "P5610_0837" "Bel" "P5610" "138" "Dupla2" "Macaco-prego" "Macaco-prego" "Sapajus cay" "Sapajus" "Cebidae" "" "Primates" "Mammalia" "sim" -16.7773 -56.2986 129.1109009 4.109000206 "" "" "16038885855464972705049941184397-8_36_35.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "16038886190777594975599162268240-8_37_7.jpg" "Foto da Pata" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72540240 "d73ea748-c628-4088-97a7-6234f2916c98" "2020-10-31T19:08:15" "" 457 "dusma" "2020-10-28T08:36:07.357-04:00" "2020-10-28T08:37:19.714-04:00" "-16.777771 -56.299041 129.11090087890625 4.109000205993652"
432 "28/10/2020" "08:40:00.000-04:00" "P5610_0840" "P5610_0840" "Bel" "P5610" "138" "Dupla1" "Macaco-prego" "Macaco-prego" "Sapajus cay" "Sapajus" "Cebidae" "" "Primates" "Mammalia" "não" -16.777669 -56.29905 133.7626953 5.573999882 "" "" "16038888624077567733308743074731-8_41_16.jpg" "Foto Toda Carcaca" "16038888293188100453743435036777-8_40_39.jpg" "Foto Cabeca Frente" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72540254 "aa00245c-0cd8-441d-b9ee-7fd1563c589b" "2020-10-31T19:08:21" "" 458 "dusma" "2020-10-28T08:39:58.338-04:00" "2020-10-28T08:41:20.988-04:00" "-16.777669 -56.29905 133.7626953125 5.573999881744385"
434 "28/10/2020" "08:47:00.000-04:00" "P5610" "P5610_0847" "Bel" "P5610" "138" "Dupla1" "Macaco-prego" "Macaco-prego" "Sapajus cay" "Sapajus" "Cebidae" "" "Primates" "Mammalia" "não" -16.77768 -56.298853 125.5365601 9.647999763 "" "" "16038892032223068872399526867432-8_46_52.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72540299 "c8ec6865-bbfb-4fc2-8f65-1210237c5720" "2020-10-31T19:09:01" "" 460 "dusma" "2020-10-28T08:46:21.799-04:00" "2020-10-28T08:47:03.405-04:00" "-16.77768 -56.298853 125.53656005859375 9.64799976348877"
437 "28/10/2020" "09:30:00.000-04:00" "P5591_0929" "P5591_0929" "Bel" "P5591" "138" "Dupla1" "Macaco-prego" "Macaco-prego" "Sapajus cay" "Sapajus" "Cebidae" "" "Primates" "Mammalia" "não" -16.777534 -56.299387 132.0370483 3.21600008 "" "" "16038917975075793901035484683355-9_30_9.jpg" "Foto Toda Carcaca" "16038918185893141843892094097435-9_30_28.jpg" "Foto Cabeca Frente" "16038918376874941122043185446454-9_30_45.jpg" "Foto Cabeca Lado" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72540343 "1ceca206-7744-4325-abe7-7273ed4c8b3b" "2020-10-31T19:09:27" "" 463 "dusma" "2020-10-28T09:28:36.719-04:00" "2020-10-28T09:30:58.672-04:00" "-16.777534 -56.299387 132.03704833984375 3.2160000801086426"
