"index" "Data" "Hora" "ID_antigo" "ID_novo" "revisor" "plotID" "qdID" "Dupla" "Especie.com.Certeza" "Palpite.Especie" "Nome.Cientifico" "Genero" "Familia" "Subordem" "Ordem" "Classe" "Enviar.Especialista" "Lat" "Lon" "Alt" "Precision" "ErrorCoor" "Exclude" "Foto.Toda.Carcaca" "Foto.Toda.Carcaca.1" "Foto.Cabeca.de.Frente" "Foto.Cabeca.de.Frente.1" "Foto.Cabeca.de.Lado" "Foto.Cabeca.de.Lado.1" "Foto.da.Pata" "Foto.da.Pata.1" "Outra.Foto1" "Outra.Foto1.1" "Outra.Foto2" "Outra.Foto2.1" "Carcaca.Coletada." "Tecido.Coletado." "Observacoes" "X_id" "X_uuid" "X_submission_time" "X_validation_status" "kobo_index" "form_kobo" "start" "end" "Coordenada.da.carcaca"
212 "14/10/2020" "08:56:00.000-04:00" "P31881_0855" "P3181_0855" "Gabriela" "P3181" "67" "Dupla1" "" "Veado" "" "Mazama" "Cervidae" "" "Artiodactyla" "Mammalia" "sim" -16.784025 -56.368538 114.2 1.032999992 "" "" "16026801152005256236142163609820-8_55_41.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "16026801615446735510514175773090-8_56_10.jpg" "Outra Foto 1" "" "Sem Foto" "Não" "Não" "" 70590067 "b328f35d-7fc4-4346-8e8b-1996e7467eee" "2020-10-15T21:38:33" "" 224 "dusma" "2020-10-14T08:52:10.447-04:00" "2020-10-14T08:56:20.040-04:00" "-16.784025 -56.368538 114.2 1.0329999923706055"
213 "14/10/2020" "09:03:00.000-04:00" "P3191_903" "P3181_0903" "Gabriela" "P3181" "67" "Dupla1" "" "Tatu-canastra" "Priodontes maximus" "Priodontes" "Chlamyphoridae" "" "Cingulata" "Mammalia" "sim" -16.78384 -56.36894 112.4 0.899999976 "" "" "16026806491825169307688806470358-9_4_18.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "16026806639623470516849995252959-9_4_29.jpg" "Outra Foto 1" "" "Sem Foto" "Não" "Não" "ajustei a coordenada para dentro do plot" 70590084 "acd31bfb-8e64-49fc-9ff4-ccb06d60f0ee" "2020-10-15T21:38:41" "" 225 "dusma" "2020-10-14T09:03:10.956-04:00" "2020-10-14T09:04:32.185-04:00" "-16.784477 -56.369113 112.4 0.8999999761581421"
220 "15/10/2020" "07:20:00.000-04:00" "P4998_0720" "P4998_0720" "Flamarion" "P4998" "102" "Dupla1" "Macaco-prego" "Macaco-prego" "Sapajus cay" "Sapajus" "Cebidae" "" "Primates" "Mammalia" "não" -16.787884 -56.331358 129.4887695 6.073999882 "" "" "16027608235463688922305618336250-7_20_54.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 70599631 "1e0217fc-a1ab-488d-8e2e-84c2c98590e6" "2020-10-15T23:53:23" "" 229 "dusma" "2020-10-15T07:19:09.605-04:00" "2020-10-15T07:21:35.344-04:00" "-16.787884 -56.331358 129.48876953125 6.073999881744385"
221 "15/10/2020" "07:34:00.000-04:00" "P4998_0729" "P4998_0729" "Bel" "P4998" "102" "Dupla1" "" "Veado pororoca" "Mazama gouazoubira" "Mazama" "Cervidae" "" "Artiodactyla" "Mammalia" "sim" -16.78787 -56.33111 135.8444824 6.164000034 "" "" "16027614344857285912024875227396-7_31_10.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 70599698 "182a1c92-fa07-4d71-9a92-0e5d43eb3100" "2020-10-15T23:53:41" "" 230 "dusma" "2020-10-15T07:29:34.373-04:00" "2020-10-15T07:35:32.701-04:00" "-16.78787 -56.33111 135.844482421875 6.164000034332275"
223 "16/10/2020" "08:02:00.000-04:00" "P586_0801" "P586_0801" "Gabriela" "P586" "4" "Dupla1" "" "Coendou sp." "Coendou prehensilis" "Coendou" "Erethizontidae" "" "Rodentia" "Mammalia" "sim" -16.789874 -56.4835 134 4.862999916 "" "" "16028496804846002405796878331467-8_1_57.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 71858860 "2788965c-31e3-4279-9129-f1dcb1bedf15" "2020-10-26T17:07:21" "" 328 "dusma" "2020-10-16T08:00:53.345-04:00" "2020-10-16T08:02:53.651-04:00" "-16.789874 -56.4835 134 4.86299991607666"
228 "17/10/2020" "15:20:00.000-04:00" "PTQ8_1518" "PTQ8_1518" "Guilherme" "PTQ8" "143" "Dupla2" "Caititu" "" "Pecari tajacu" "Pecari" "Tayassuidae" "" "Artiodactyla" "Mammalia" "sim" -16.684165 -56.304021 127.113369 10 "" "" "image-15_17_56.jpg" "Foto Toda Carcaca" "image-15_18_24.jpg" "Foto Cabeca Frente" "" "Sem Foto" "image-15_20_5.jpg" "Foto da Pata" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 70895059 "b07997fc-b8ce-4b36-921c-d46b5eea84a3" "2020-10-18T22:17:09" "" 250 "dusma" "2020-10-17T15:16:46.963-04:00" "2020-10-17T15:20:52.414-04:00" "-16.684165 -56.304021 127.11336898803711 10"
230 "18/10/2020" "07:21:00.000-04:00" "P6278_0717" "P6278_0717" "Guilherme" "P6278" "145" "Dupla1" "" "Caititu" "Pecari tajacu" "Pecari" "Tayassuidae" "" "Artiodactyla" "Mammalia" "sim" -16.651382 -56.301129 126 4.551000118 "" "" "1603020054234158988033-7_21_2.jpg" "Foto Toda Carcaca" "16030199494501508293730-7_19_26.jpg" "Foto Cabeca Frente" "16030199783201690051142-7_19_51.jpg" "Foto Cabeca Lado" "" "Sem Foto" "1603020004330604306020-7_20_16.jpg" "Outra Foto 1" "" "Sem Foto" "Não" "Não" "" 71029764 "1fd11994-8df9-4bda-bdaa-218c42d77b2b" "2020-10-19T23:05:49" "" 238 "dusma" "2020-10-18T07:17:39.288-04:00" "2020-10-18T07:21:30.964-04:00" "-16.651382 -56.301129 126 4.551000118255615"
231 "18/10/2020" "08:24:00.000-04:00" "P6408_0824" "P6408_0824" "Guilherme" "P6408" "145" "Dupla1" "Queixada" "" "Tayassu pecari" "Tayassu" "Tayassuidae" "" "Artiodactyla" "Mammalia" "sim" -16.654214 -56.293911 124 3.21600008 "" "" "16030238924943848517650363842987-8_25_17.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 71029207 "ff821614-a19b-427c-87a2-73aebd03d4f9" "2020-10-19T22:53:41" "" 253 "dusma" "2020-10-18T08:23:56.570-04:00" "2020-10-18T08:25:46.317-04:00" "-16.654214 -56.293911 124 3.2160000801086426"
232 "18/10/2020" "08:31:00.000-04:00" "P6408_0831" "P6408_0831" "Guilherme" "P6408" "145" "Dupla2" "Quati" "Quati" "Nasua nasua" "Nasua" "Procyonidae" "" "Carnivora" "Mammalia" "sim" -16.654087 -56.294317 131 3.21600008 "" "" "16030243281567047709188990528038-8_32_40.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "Filhote" 71029212 "1e7f212e-082c-4305-812d-d18608063037" "2020-10-19T22:53:44" "" 255 "dusma" "2020-10-18T08:31:26.100-04:00" "2020-10-18T08:33:04.820-04:00" "-16.654087 -56.294317 131 3.2160000801086426"
237 "20/10/2020" "07:54:00.000-05:00" "P1209_0754" "P1209_0754" "Gabriela" "P1209" "20" "Dupla1" "" "Caititu" "Pecari tajacu" "Pecari" "Tayassuidae" "" "Artiodactyla" "Mammalia" "sim" -16.77504 -56.4506 126.4442139 3.21600008 "" "" "16031984236072086935533035925185-7_54_19.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "16031984916856918643681014831455-7_55_12.jpg" "Outra Foto 1" "" "Sem Foto" "Não" "Não" "" 71157569 "3073d3f2-e57b-4bd9-87f7-6b58ae958482" "2020-10-20T20:25:46" "" 258 "dusma" "2020-10-20T07:52:32.882-05:00" "2020-10-20T07:55:30.986-05:00" "-16.775511 -56.450819 126.4442138671875 3.2160000801086426"
241 "20/10/2020" "07:14:00.000-05:00" "P1441_0714" "P1441_0714" "Gabriela" "P1441" "20" "Dupla1" "Cutia" "" "Dasyprocta azarae" "Dasyprocta" "Dasyproctidae" "" "Rodentia" "Mammalia" "" -16.770986 -56.439808 124.8297119 4.288000107 "" "" "16031960971556579742189535217536-7_15_26.jpg" "Foto Toda Carcaca" "" "Sem Foto" "16031961591041005574405373937801-7_16_15.jpg" "Foto Cabeca Lado" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 72149261 "bca956b1-0ce7-42f5-9909-48052d0c0b1c" "2020-10-28T15:44:19" "" 360 "dusma" "2020-10-20T07:11:21.352-05:00" "2020-10-20T07:18:27.766-05:00" "-16.770986 -56.439808 124.8297119140625 4.288000106811523"
247 "21/10/2020" "09:14:00.000-04:00" "P1084_0911" "P1084_0911" "Marcione" "P1084" "15" "Dupla1" "Hydrochoerus hydrochaeris" "Capivara" "Hydrochoerus hydrochaeris" "Hydrochoerus" "Caviidae" "" "Rodentia" "Mammalia" "não" -16.707796 -56.457786 119.5911865 6.789000034 "" "" "16032860001378721490695216400432-9_13_31.jpg" "Foto Toda Carcaca" "" "Sem Foto" "16032860332156741145235594213020-9_14_6.jpg" "Foto Cabeca Lado" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 71796852 "f3e72352-118e-433c-a7dd-25e8456b6962" "2020-10-26T08:59:42" "" 313 "dusma" "2020-10-21T09:11:17.316-04:00" "2020-10-21T09:14:26.452-04:00" "-16.707796 -56.457786 119.5911865234375 6.789000034332275"
252 "22/10/2020" "07:42:00.000-03:00" "P150_0741" "P150_0741" "Marcione" "P150" "2" "Dupla1" "Tatu-galinha" "" "Dasypus novemcinctus" "Dasypus" "Dasypodidae" "" "Cingulata" "Mammalia" "não" -16.732913 -56.505082 111.4 1.666000009 "" "" "16033633031523170369125055563478-7_41_51.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 71416733 "7676c8b3-75a5-459b-b744-4545d4bcac53" "2020-10-22T16:36:33" "" 11 "dusma" "2020-10-22T07:41:05.055-03:00" "2020-10-22T07:42:11.220-03:00" "-16.732913 -56.505082 111.4 1.6660000085830688"
258 "22/10/2020" "09:22:00.000-04:00" "P275_0918" "P275_0918" "Flamarion" "P275" "2" "Dupla1" "Puma concolor" "" "Puma concolor" "Puma" "Felidae" "" "Carnivora" "Mammalia" "não" -16.745976 -56.49884 118.1574097 3.21600008 "" "" "16033728080438378169460224230765-9_20_14.jpg" "Foto Toda Carcaca" "16033728249858344479401221810780-9_20_58.jpg" "Foto Cabeca Frente" "16033728733904459383128432336314-9_21_22.jpg" "Foto Cabeca Lado" "" "Sem Foto" "160337290500215230057998369275-9_21_52.jpg" "Outra Foto 1" "16033729212769183635745403277108-9_22_10.jpg" "Outra Foto 2" "Sim" "Não" "" 71796908 "e8309043-b8f0-4b44-a207-82254dfd8db0" "2020-10-26T09:00:21" "" 314 "dusma" "2020-10-22T09:19:03.795-04:00" "2020-10-22T09:22:26.071-04:00" "-16.745976 -56.49884 118.15740966796875 3.2160000801086426"
259 "22/10/2020" "10:28:00.000-04:00" "P258_1028" "P258_1028" "Flamarion" "P258" "2" "Dupla1" "Ouriço; Coandu" "" "Coendou prehensilis" "Coendou" "Erethizontidae" "" "Rodentia" "Mammalia" "não" -16.7433 -56.499713 80.80395508 6.164000034 "" "" "16033767687208012359810467423698-10_26_24.jpg" "Foto Toda Carcaca" "" "Sem Foto" "16033768209545376195337651732673-10_27_17.jpg" "Foto Cabeca Lado" "" "Sem Foto" "16033768687386578822236640361806-10_28_1.jpg" "Outra Foto 1" "" "Sem Foto" "Sim" "Sim" "" 71796956 "62ba3bae-99f2-4ae3-9ea3-8d1cd1410edc" "2020-10-26T09:01:06" "" 315 "dusma" "2020-10-22T10:26:02.038-04:00" "2020-10-22T10:28:52.958-04:00" "-16.7433 -56.499713 80.803955078125 6.164000034332275"
263 "23/10/2020" "08:12:00.000-04:00" "P1739_0811" "P1739_0811" "Marcione" "P1739" "27" "Dupla1" "" "" "Puma concolor" "Puma" "Felidae" "" "Carnivora" "Mammalia" "sim" -16.64485 -56.44253 0 2824 "yes" "" "16034550985641181611933265952756-8_11_53.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 71767603 "f8b4d4a0-6560-4c06-bfd3-33363c95a3e9" "2020-10-25T23:50:42" "" 251 "dusma" "2020-10-23T08:11:16.723-04:00" "2020-10-23T08:12:04.497-04:00" "-16.51799 -56.381408 0 2824"
312 "24/10/2020" "07:23:00.000-04:00" "P4319_0721" "P4319_0721" "Thaís" "P4319" "81" "Dupla1" "Hydrochoerus hydrochaeris" "Capivara" "Hydrochoerus hydrochaeris" "Hydrochoerus" "Caviidae" "" "Rodentia" "Mammalia" "não" -16.526008 -56.367297 131.3850098 3.21600008 "" "" "16035385468972599412065422352408-7_22_46.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "16035385754705334044078600989922-7_23_6.jpg" "Outra Foto 1" "16035385989866593103837852426697-7_23_30.jpg" "Outra Foto 2" "Não" "Não" "" 71973352 "5d54d2ac-6fe0-4efb-ac0d-b44bfa626dd9" "2020-10-27T14:04:59" "" 342 "dusma" "2020-10-24T07:22:01.217-04:00" "2020-10-24T07:23:39.726-04:00" "-16.526008 -56.367297 131.385009765625 3.2160000801086426"
313 "24/10/2020" "07:50:00.000-04:00" "P4319_0747" "P4319_0747" "Thaís" "P4319" "81" "Dupla1" "Hydrochoerus hydrochaeris" "Capivara" "Hydrochoerus hydrochaeris" "Hydrochoerus" "Caviidae" "" "Rodentia" "Mammalia" "não" -16.526662 -56.366656 126.8990479 3.21600008 "" "" "16035401585818821739476161494643-7_49_32.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "16035401851885677251331496276647-7_50_0.jpg" "Outra Foto 1" "" "Sem Foto" "Não" "Não" "" 71973390 "1c1afd79-dd54-4a2b-ac5c-1a8c686a4c7e" "2020-10-27T14:05:06" "" 343 "dusma" "2020-10-24T07:23:40.192-04:00" "2020-10-24T07:50:08.020-04:00" "-16.526662 -56.366656 126.8990478515625 3.2160000801086426"
314 "24/10/2020" "09:57:00.000-04:00" "P4166_0955" "P4166_0955" "Thaís" "P4166" "81" "Dupla1" "Hydrochoerus hydrochaeris" "Capivara" "Hydrochoerus hydrochaeris" "Hydrochoerus" "Caviidae" "" "Rodentia" "Mammalia" "não" -16.527408 -56.374705 127.1462402 3.21600008 "" "" "16035478115938113193988444502315-9_56_58.jpg" "Foto Toda Carcaca" "16035478385862885288862818700407-9_57_31.jpg" "Foto Cabeca Frente" "16035478569632702428244354726118-9_57_49.jpg" "Foto Cabeca Lado" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 71973430 "01062ef2-0644-465a-9785-c8218218f9d1" "2020-10-27T14:05:17" "" 344 "dusma" "2020-10-24T09:55:19.964-04:00" "2020-10-24T09:57:58.893-04:00" "-16.527408 -56.374705 127.146240234375 3.2160000801086426"
315 "24/10/2020" "10:11:00.000-04:00" "P4166_1010" "P4166_1010" "Thaís" "P4166" "81" "Dupla1" "Hydrochoerus hydrochaeris" "Capivara" "Hydrochoerus hydrochaeris" "Hydrochoerus" "Caviidae" "" "Rodentia" "Mammalia" "não" -16.527153 -56.374097 126.3746948 3.21600008 "" "" "16035486871727186737672445438280-10_11_48.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 71973445 "5751e666-f084-45dc-9129-95c35b05b62b" "2020-10-27T14:05:20" "" 345 "dusma" "2020-10-24T09:57:59.474-04:00" "2020-10-24T10:12:00.189-04:00" "-16.527153 -56.374097 126.37469482421875 3.2160000801086426"
321 "26/10/2020" "09:46:00.000-04:00" "P11073_0943" "P11073_0943" "Gabriela" "P11073" "240" "Dupla1" "Tamanduá-mirim" "" "Tamandua tetradactyla" "Tamandua" "Myrmecophagidae" "" "Pilosa" "Mammalia" "Já revisada" -16.805317 -56.124661 126.4805532 10 "" "" "image-9_46_14.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 71869832 "b2917c51-32d9-4cc5-b080-93c02d09bd57" "2020-10-26T18:54:12" "" 334 "dusma" "2020-10-26T09:44:18.816-04:00" "2020-10-26T09:47:03.225-04:00" "-16.805317 -56.124661 126.480553150177 10"
323 "26/10/2020" "10:36:00.000-04:00" "P11113" "P11113_1036" "Gabriela" "P11113" "240" "Dupla2" "" "Didelphis" "Didelphis marsupialis" "Didelphis" "Didelphidae" "" "Didelphimorphia" "Mammalia" "sim" -16.805396 -56.123429 128.0328603 5 "" "" "image-10_36_19.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "image-10_36_44.jpg" "Outra Foto 1" "" "Sem Foto" "Não" "Não" "" 71869841 "3a1562d1-d2a9-4884-b96c-0b10bc72cfa7" "2020-10-26T18:54:23" "" 336 "dusma" "2020-10-26T10:34:53.854-04:00" "2020-10-26T10:37:01.516-04:00" "-16.805396 -56.123429 128.03286027908325 5"
324 "26/10/2020" "08:04:00.000-04:00" "P10995_0802" "P10995_0802" "Gabriela" "P10995" "240" "Dupla1" "" "Mazama" "Mazama gouazoubira" "Mazama" "Cervidae" "" "Artiodactyla" "Mammalia" "sim" -16.80457 -56.12899 128.0177846 5 "" "" "image-8_2_59.jpg" "Foto Toda Carcaca" "image-8_3_49.jpg" "Foto Cabeca Frente" "image-8_4_22.jpg" "Foto Cabeca Lado" "" "Sem Foto" "image-8_4_47.jpg" "Outra Foto 1" "" "Sem Foto" "Não" "Não" "" 71870164 "81062008-06ba-404b-a9f1-fb34f394f22f" "2020-10-26T18:59:08" "" 337 "dusma" "2020-10-26T08:01:54.987-04:00" "2020-10-26T08:05:14.136-04:00" "-16.80457 -56.12899 128.0177845954895 5"
325 "26/10/2020" "07:51:00.000-04:00" "P10911_0851" "P10911_0851" "Gabriela" "P10911" "240" "Dupla1" "" "Veado mateiro" "" "Mazama" "Cervidae" "" "Artiodactyla" "Mammalia" "sim" -16.812045 -56.132174 135 4.551000118 "" "" "16037130281851891159248-7_51_5.jpg" "Foto Toda Carcaca" "16037130725032086069715-7_51_25.jpg" "Foto Cabeca Frente" "" "Sem Foto" "16037130929041019650081-7_51_46.jpg" "Foto da Pata" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 71893371 "fb80a63f-5742-4124-9c72-b5e0c7aee877" "2020-10-26T23:41:28" "" 338 "dusma" "2020-10-26T07:49:04.457-04:00" "2020-12-06T13:44:13.027-03:00" "-16.812045 -56.132174 135 4.551000118255615"
327 "26/10/2020" "10:25:00.000-04:00" "P10859_1025" "P10859_1025" "Gabriela" "P10859" "240" "Dupla1" "" "Queixada" "Tayassu pecari" "Tayassu" "Tayassuidae" "" "Artiodactyla" "Mammalia" "não" -16.807201 -56.135088 134.5996094 3.21600008 "" "" "16037222966792882089367833216845-10_25_7.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 71895128 "ef63cbed-904f-46dc-bb49-54cdef339ef9" "2020-10-27T00:36:21" "" 340 "dusma" "2020-10-26T10:24:38.983-04:00" "2020-10-26T10:25:31.278-04:00" "-16.807201 -56.135088 134.599609375 3.2160000801086426"
328 "26/10/2020" "10:28:00.000-04:00" "P10859_1026" "P10859_1026" "Gabriela" "P10859" "240" "Dupla2" "" "Cutia" "Dasyprocta azarae" "Dasyprocta" "Dasyproctidae" "" "Rodentia" "Mammalia" "" -16.807308 -56.135133 142.3986816 3.21600008 "" "" "1603722438446533330522968845757-10_27_30.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "1603722458379996489562399281301-10_27_49.jpg" "Outra Foto 1" "" "Sem Foto" "Não" "Sim" "" 71895130 "a3f6b52d-59e8-4aa6-9cb9-1f496a35defe" "2020-10-27T00:36:28" "" 341 "dusma" "2020-10-26T10:26:13.870-04:00" "2020-10-26T10:28:20.635-04:00" "-16.807308 -56.135133 142.398681640625 3.2160000801086426"
331 "26/10/2020" "16:50:00.000-04:00" "PTQ1_1650" "PTQ1_1650" "Douglas" "PTQ1" "222" "Dupla2" "Cutia" "" "Dasyprocta azarae" "Dasyprocta" "Dasyproctidae" "" "Rodentia" "Mammalia" "" -16.769688 -56.170895 137 4.763000011 "" "" "1603745410863681245213946982072-16_50_18.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 72149454 "b5d8cdac-ab6c-4129-906a-bb7c13ff269e" "2020-10-28T15:45:36" "" 364 "dusma" "2020-10-26T16:48:24.568-04:00" "2020-10-26T16:50:30.290-04:00" "-16.769688 -56.170895 137 4.763000011444092"
334 "27/10/2020" "17:23:00.000-04:00" "P12821_1722" "P12821_1722" "Douglas" "P12821" "222" "Dupla1" "" "Cutia" "Dasyprocta azarae" "Dasyprocta" "Dasyproctidae" "" "Rodentia" "Mammalia" "" -16.782613 -56.168331 133.6702881 5.001999855 "" "" "16038338048127724685499405539099-17_23_41.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 72037231 "bf2c3834-4bd8-4cd2-887e-8b43a81b83e3" "2020-10-27T22:34:25" "" 222 "dusma" "2020-10-27T17:22:41.532-04:00" "2020-10-27T17:23:58.240-04:00" "-16.782613 -56.168331 133.6702880859375 5.001999855041504"
336 "27/10/2020" "17:31:00.000-04:00" "P12821_1730" "P12821_1730" "Douglas" "P12821" "222" "Dupla1" "" "" "Tayassu pecari" "Tayassu" "Tayassuidae" "" "Artiodactyla" "Mammalia" "sim" -16.782449 -56.168426 128 5.460999966 "" "" "16038342591341296737351-17_31_11.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "1603834299117209227312-17_31_51.jpg" "Outra Foto 1" "" "Sem Foto" "Não" "Não" "" 72036410 "3cf4462a-803a-423c-b97e-7668a5ff0c93" "2020-10-27T22:26:01" "" 235 "dusma" "2020-10-27T17:30:06.575-04:00" "2020-10-27T17:31:59.442-04:00" "-16.782449 -56.168426 128 5.460999965667725"
340 "27/10/2020" "16:59:00.000-03:00" "P12773_1658" "P12773_1658" "Douglas" "P12773" "222" "Dupla1" "Cutia" "" "Dasyprocta azarae" "Dasyprocta" "Dasyproctidae" "" "Rodentia" "Mammalia" "" -16.772698 -56.171233 111.9 3.900000095 "" "" "16038287439668515983280872041597-16_59_13.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 72041414 "2b5b6399-6044-4a2b-9f2d-020d9dd32184" "2020-10-27T23:40:56" "" 243 "dusma" "2020-10-27T16:55:43.905-03:00" "2020-10-27T16:59:34.567-03:00" "-16.772698 -56.171233 111.9 3.9000000953674316"
343 "27/10/2020" "16:16:00.000-03:00" "P12773_1615" "P12773_1615" "Douglas" "P12773" "222" "Dupla2" "" "" "Procyon cancrivorus" "Procyon" "Procyonidae" "" "Carnivora" "Mammalia" "sim" -16.772187 -56.171403 123.7 3.900000095 "" "" "16038261525885800896755623133417-16_16_16.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72041398 "9440bd48-97db-45d8-9173-aa89b2874c35" "2020-10-27T23:40:49" "" 246 "dusma" "2020-10-27T16:10:53.889-03:00" "2020-10-27T16:16:30.338-03:00" "-16.772187 -56.171403 123.7 3.9000000953674316"
349 "27/10/2020" "06:57:00.000-04:00" "P14366_0654" "P14366_0654" "Fernanda" "P14366" "184" "Dupla1" "" "Veado catingueiro" "Mazama americana" "Mazama" "Cervidae" "" "Artiodactyla" "Mammalia" "sim" -16.757932 -56.246918 130.5014648 3.21600008 "" "" "16037961313518480801809299528650-6_55_53.jpg" "Foto Toda Carcaca" "16037961653447843961763692656003-6_56_30.jpg" "Foto Cabeca Frente" "16037961993377876117377542508129-6_56_51.jpg" "Foto Cabeca Lado" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 71973544 "45b598a4-2b27-49ce-81fe-4fbfc9684aac" "2020-10-27T14:05:46" "" 349 "dusma" "2020-10-27T06:53:45.045-04:00" "2020-10-27T06:57:53.421-04:00" "-16.757932 -56.246918 130.50146484375 3.2160000801086426"
355 "27/10/2020" "08:30:00.000-04:00" "PTQ7_0827" "PTQ7_0827" "Fernanda" "PTQ7" "184" "Dupla1" "Anta" "Anta" "Tapirus terrestris" "Tapirus" "Tapiridae" "" "Perissodactyla" "Mammalia" "não" -16.760311 -56.24673 116.4299316 14.47200012 "" "" "16038016842445561720719287835068-8_28_28.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 71973625 "f2cd6df9-f222-4e25-a84c-e30e736e0ff5" "2020-10-27T14:06:08" "" 355 "dusma" "2020-10-27T08:27:28.611-04:00" "2020-10-27T08:30:59.146-04:00" "-16.760311 -56.24673 116.429931640625 14.472000122070312"
356 "27/10/2020" "09:10:00.000-04:00" "PTQ7_0807" "PTQ7_0807" "Fernanda" "PTQ7" "184" "Dupla1" "Anta" "Anta" "Tapirus terrestris" "Tapirus" "Tapiridae" "" "Perissodactyla" "Mammalia" "não" -16.760307 -56.246726 129.710022 5.627999783 "" "" "16038040879604644311116706196959-9_10_9.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "Registrada duas vezes essa é a certa" 71973645 "b7d42b47-e56d-4272-978d-a4b17e4431ee" "2020-10-27T14:06:15" "" 356 "dusma" "2020-10-27T09:07:50.398-04:00" "2020-10-27T09:10:34.531-04:00" "-16.760307 -56.246726 129.71002197265625 5.627999782562256"
357 "27/10/2020" "15:57:00.000-05:00" "P12773_1553" "P12773_1557" "Douglas" "P12773" "222" "Dupla1" "" "Quati" "Nasua Nasua" "Nasua" "Procyonidae" "" "Carnivora" "Mammalia" "sim" -16.7723 -56.171 129.7978516 18.22400093 "" "" "16038320701286441123327561925767-15_54_47.jpg" "Foto Toda Carcaca" "16038321411258392657885891900039-15_56_0.jpg" "Foto Cabeca Frente" "16038321113658885588506171445419-15_55_28.jpg" "Foto Cabeca Lado" "" "Sem Foto" "16038321943125293880266170673203-15_57_18.jpg" "Outra Foto 1" "" "Sem Foto" "Não" "Sim" "" 72032123 "5c5f5360-56f9-4564-8378-e61caa077fe9" "2020-10-27T21:44:34" "" 357 "dusma" "2020-10-27T15:52:19.327-05:00" "2020-10-27T15:57:55.360-05:00" "-16.771789 -56.170845 129.7978515625 18.224000930786133"
