"plotID" "qdID" "greenVeg" "tanque" "OpenClosed" "fireDay" "deltaBurn" "dist2wiw" "dist2wclass" "forest0" "forest100" "forest200" "forest400" "forest600" "forest800" "forest1000" "class"
"P11345" "250" 51.26 0 1 0 296.812249450684 2104.67861083984 2074.98551432292 1 1 1 1 1 0.987293064757854 0.98757802536649 1
"P11376" "250" 7.64 0 0 55 711.589999389648 1816.75984330611 1800.06251017253 0.429987822467116 0.669352813356482 0.813248156949769 0.93441800158936 0.968054956896552 0.981151889602594 0.977983459786379 0
"P11379" "250" 9.66 0 1 45 685.029042358398 1827.24704223633 1807.8566792806 1 1 1 0.954633976745159 0.968054956896552 0.981151889602594 0.979152708544052 1
"P11381" "250" 4.34 0 1 45 572.355328091708 1859.11817871094 1835.81046549479 1 1 1 1 0.977879259364034 0.981150735548587 0.982012290157397 1
"P11399" "250" 11.09 0 1 45 653.454145507813 1731.46454223633 1703.34239959717 1 1 1 0.957073136302562 0.968058054714521 0.976927049228329 0.977617480741074 1
"P11436" "250" 12.46 0 1 55 520.253920898438 1518.02723721591 1500.07500203451 1 0.96683263995807 0.984667698940401 0.943256200593919 0.956558459051724 0.964011435842422 0.973293530588013 1
"P11498" "250" 9.59 0 1 45 660.038021240234 1223.18553022905 1201.74881998698 1 1 1 0.955942979188397 0.959607185435147 0.961288527784729 0.973381241924156 1
"P11537" "250" 16.18 0 1 45 694.784536465732 1016.8709185791 990 1 0.875832596280888 0.887006248430043 0.928563212531403 0.961532192339038 0.971216969529174 0.969211228511303 1
"P11561" "250" 12.2 0 1 55 660.860441173207 1001.61300354004 969.639187282986 1 0.962137342898636 0.979132650925228 0.980916379758814 0.968216506024908 0.977423743071787 0.97624359914582 1
"P11578" "256" 26.16 0 1 55 440.426293334961 2731.24760298295 2732.22420247396 1 1 1 0.968662428374252 0.963890086206897 0.934715075560146 0.924351933528725 1
"P11580" "256" 21.59 0 1 55 438.393717540394 2748.8828811015 2746.5432671441 1 1 1 0.975673612581596 0.935764850101369 0.918507978426038 0.908001019221641 1
"P11634" "256" 47.76 0 1 30 376.926433258057 2429.13517178622 2430.06171332465 1 1 1 1 1 0.966784510619266 0.899364797274487 1
"P11639" "256" 29.53 0 1 30 457.204738922119 2488.41472833807 2483.06266276042 1 1 0.999083905432551 0.95466594514897 0.953565438784376 0.906174295465315 0.86769390756384 1
"P11659" "256" 24.06 0 1 30 538.052956848145 2414.27858886719 2401.30338541667 1 0.978396267441089 0.991447924600402 0.9463479116077 0.917113415948276 0.877587771953969 0.835790394052352 1
"P11676" "256" 21 0 1 30 601.51035949707 2274.51121582031 2256.8857014974 1 1 1 0.985463110125894 0.939167564655172 0.886975225003394 0.837879262131603 1
"P11680" "256" 7.81 0 1 30 503.14266204834 2384.33302001953 2363.28162977431 1 0.977888426638713 0.974959181110274 0.894616589155798 0.842883603763799 0.833509921786401 0.803145359372635 1
"P11750" "256" 20.48 0 1 30 520.221761169434 1842.46958496094 1842.17266167535 1 1 0.944035451756032 0.842357532932316 0.822260839109028 0.807077558713442 0.785662086636426 1
"P11830" "256" 4.53 0 1 30 585.930420227051 1568.45704345703 1546.38423665365 0.88013223307341 0.708154284998268 0.694225680567224 0.600310762102232 0.533728448275862 0.561990731004816 0.635850149907003 1
"P11884" "256" 39.26 0 1 40 413.348361433045 1178.66815740412 1164.58585611979 0.790006092527101 0.666156032147773 0.63443836355023 0.564995358727212 0.652545797413793 0.600611987935932 0.605343139303275 1
"P12022" "260" 5.56 0 1 45 776.323780517578 3945.10583274148 3286.84880065918 1 1 1 1 0.995438211811355 0.974931989629417 0.946115274256902 1
"P1205" "20" 58.99 0 1 15 184.684792938232 1866.01298384233 1875.57992892795 0.209940007507491 0.15461449427283 0.142677719166039 0.142144214656743 0.141724423609287 0.205454453489796 0.207462047574886 0
"P12068" "260" 9.98 0 0 55 710.712031860352 4209.1520249548 2508.12679036458 0.419718112132409 0.496713292058396 0.506019477936867 0.675526172008773 0.789741828150363 0.813493310048504 0.832287596408925 0
"P12079" "260" 2.79 0 1 45 733.034114990234 3681.6178178267 3310.04156494141 1 1 1 0.979924666805234 0.990221853484037 0.981847486411235 0.950329044374428 1
"P12084" "260" 0.48 0 1 45 608.732101135254 3948.87945800781 2819.4394938151 1 1 0.998466253654426 0.906863001380233 0.852229256465517 0.878058941439223 0.882265445336327 1
"P1209" "20" 15.2 0 1 35 434.835952301025 1942.11306041371 1920 0.019898049309814 0.0991608521418198 0.128381897605419 0.199020243422979 0.219552801724138 0.197707507566662 0.197681938469578 0
"P12090" "260" 13.99 0 0 55 640.978180541992 4327.26155450994 2227.38248697917 0.0798319327731092 0.418211151073813 0.489170860913286 0.562859563720358 0.664303609913793 0.766101618214294 0.805756828660176 0
"P12143" "260" 6.2 0 1 45 709.555576782227 3836.34339599609 2674.79225667318 1 1 0.99617451498315 0.91396105648321 0.856333512931034 0.834298742749447 0.84322148398869 1
"P12146" "260" 5.08 0 1 45 740.384262362393 4040.53302490234 2386.73506673177 1 0.944884034160709 0.859482427885743 0.748568491154598 0.767141702586207 0.755650706354932 0.810310197373003 1
"P12167" "260" 24.3 0 0 55 720.499848022461 4110.65571289063 2236.96085611979 0.289735714105462 0.577065657723764 0.711141384716453 0.745095988958133 0.728215247844828 0.741941537716186 0.782144640210258 0
"P12240" "260" 8.39 0 1 45 674.720377502441 3619.16401367188 2670.0058186849 1 1 0.998966346220194 0.90103099251328 0.902584859913793 0.89649843875196 0.870096980389215 1
"P12257" "260" 2.68 0 1 45 644.896330566406 3400.53242853338 2891.44303385417 1 1 1 0.997903509138818 0.951920797413793 0.931250515757558 0.914211546072799 1
"P12333" "272" 49.88 0 1 45 317.499985198975 593.346108731356 564.025182088216 1 0.986646537305922 0.963370682412431 0.937318531630814 0.893003771551724 0.888382078522924 0.8793991057624 1
"P12347" "272" 27.11 0 1 45 576.726457519531 590.215818481445 564.487564086914 1 1 1 0.984795783997323 0.947194234913793 0.939758186237059 0.939576281810204 1
"P12364" "272" 38.78 0 1 45 444.781634521484 413.508901700107 380.264834933811 1 1 0.994927729632421 0.952805945724093 0.931346359797127 0.919238735165239 0.92426458890316 1
"P12369" "272" 56.53 0 1 45 266.511372833252 359.31906821511 328.586639404297 1 1 0.953336535037965 0.821148678321971 0.83987338362069 0.854895770388728 0.868424592509047 1
"P12385" "272" 3.17 0 1 45 744.326807861328 431.454393310547 404.351203070747 1 0.999579607123748 0.954123231181445 0.953492171794409 0.923710993015283 0.922787364430649 0.927141173838081 1
"P12413" "272" 10.93 0 1 60 575.608966064453 393.927946333452 371.779141743978 1 1 0.979377986072585 0.919360910117529 0.858934536637931 0.86678015551255 0.852672069699643 1
"P12414" "272" 9.59 0 1 45 584.015361022949 333.493667907715 304.676917182075 1 0.977888426638713 0.979625879176086 0.886885108763564 0.864755130769801 0.870065062640095 0.865094116323197 1
"P12424" "272" 27.6 0 1 45 434.725299627131 67.125796994296 45.1440124511719 0.779952160774355 0.608529607669713 0.689260446789254 0.781940882604365 0.82566630968498 0.847587304798769 0.85641650466475 1
"P12464" "272" 3.13 0 1 45 565.697445373535 72.906485453519 47.6379998524984 0.940066116536705 0.635462049988535 0.710453030981153 0.814544209293571 0.837696659482759 0.844118766653978 0.848759483978446 1
"P12470" "272" 67 0 1 45 225.024589607932 133.635545834628 112.029921213786 1 0.887671842412728 0.764822374395195 0.81468406248693 0.861173221982759 0.848914313703046 0.856870500526421 1
"P12721" "222" 4.32 0 1 55 718.941511119496 1833.87940562855 1859.38627115885 0.840426260594328 0.501614690820148 0.498466253654425 0.500334602032707 0.60040005387931 0.689701619279084 0.76920659228658 1
"P12743" "222" 4.05 0 1 55 706.683184814453 1637.44592486925 1630.42941623264 0.899550224887556 0.746746049944858 0.724538365598993 0.589659030604376 0.589224541480598 0.673403649258062 0.760648473301696 1
"P1277" "20" 21.95 0 1 70 358.602233748003 2236.23348519822 2250 0 0.0159176029962547 0.12693428401139 0.234678859270065 0.270078872746132 0.239814661988404 0.208132043526455 0
"P12773" "222" 4.09 0 1 45 711.287554931641 662.939729447798 658.407382541233 1 0.839674714187441 0.70888805157833 0.678688040321337 0.713473027676184 0.754232798598651 0.799667330195476 1
"P12806" "222" 4.47 0 1 45 740.405401611328 1200.72646817294 1201.74881998698 1 0.972772736703028 0.903828340869128 0.837352657459473 0.801216431934369 0.784434748348144 0.779681273354468 1
"P12821" "222" 2.93 0 1 55 711.024938964844 1695.78735595703 1695.08852132161 0.879808038323243 0.658194658280648 0.702637542194879 0.803299751139738 0.836707974137931 0.806189623091032 0.817720068395879 1
"P12830" "222" 2.04 0 1 45 773.26821472168 798.289774946733 795.188944498698 1 1 1 0.933175007319419 0.826949084051724 0.810784191065881 0.811468985159336 1
"P12845" "222" 3.97 0 1 45 718.386704323509 1300.58624489524 1294.69951375326 1 1 0.999959978692104 0.935011397381739 0.868980334051724 0.851992887204155 0.831470382049445 1
"P12891" "222" 2.79 0 1 45 785.643343283913 758.05223449707 752.794942220052 1 1 1 1 0.990655162426667 0.905503436819491 0.85396416427059 1
"P12945" "222" 4.12 0 1 45 745.210226717862 1428.01556063565 1422.91955566406 1 1 1 1 0.995163908477978 0.941482224908023 0.901951654230352 1
"P13151" "238" 19.38 0 0 55 512.530531311035 6544.26848144531 6537.64291381836 0 0.119389962542027 0.33367797686425 0.37235211621384 0.419821892273379 0.45139055254766 0.462088753934869 0
"P13195" "238" 17.4 0 1 55 535.179717601429 6382.5705078125 6373.95822482639 0.779952160774355 0.631593889562245 0.691786605152204 0.566175720929503 0.538533142045034 0.514834761126404 0.490681494530738 1
"P13285" "238" 25.45 0 0 35 550.896358947754 5825.90615678267 5820.12885199653 0.359604111509671 0.389151406951224 0.475115063685128 0.544347196407051 0.509526022617821 0.487814065669607 0.483145980218305 0
"P13286" "238" 31.69 0 0 30 480.301768798828 5825.98326171875 5820.02577039931 0.280719460359775 0.652027986154333 0.575599485871388 0.600371999884975 0.542108347309503 0.497779777338821 0.493142888924243 0
"P13296" "238" 8.87 0 1 30 648.431465759277 5917.95678222656 5906.2284749349 1 0.662897745280863 0.694107901410994 0.709625006970602 0.693053609913793 0.724196815746111 0.656539644517336 1
"P13335" "238" 6.05 0 1 30 733.654739379883 5706.30503050749 5696.59883626302 1 0.853909380766753 0.884399142163966 0.848065843406249 0.815728717672414 0.727097036956192 0.682938280738696 1
"P13410" "238" 24.62 0 0 30 550.454571533203 5246.94578613281 5235.79479980469 0.529921878661374 0.602607254779922 0.605773556679832 0.660645572796855 0.621990840517241 0.614045642214656 0.602473530225856 0
"P13449" "238" 22.96 0 0 35 524.332522583008 5037.57515980114 5034.00708007812 0.0599338834632952 0.160902643561437 0.311474830594314 0.457002331757915 0.540099676724138 0.565340825904206 0.585175374379483 0
"P13471" "238" 16.08 0 0 35 524.64948425293 4959.23023792614 4946.42296006944 0.390111066915522 0.412859927277492 0.465084149711128 0.516600135415278 0.626842328598274 0.654031274791155 0.656045032005888 0
"P1355" "20" 8.06 0 1 90 440.484217834473 2639.3319868608 2655.59315490723 0 0.147101569391247 0.121011291792054 0.189242210816616 0.213216121281341 0.261006766432956 0.282835613003872 0
"P13607" "190" 5.06 0 0 1 524.687104187012 5510.56066228693 7146.40473090278 0 0 0 0.0366510076412907 0.10734910788256 0.101210473913715 0.135665126193349 0
"P13632" "190" 5.14 0 0 1 542.199704534357 5969.23293235085 6651.44657389323 0 0 0 0.0154635806600025 0.0607219827586207 0.053956891985061 0.0627320066326412 0
"P13643" "190" 6.03 0 0 1 558.611566162109 5068.50913206999 7557.47976345486 0 0 0.00715638867956125 0.0426009144452548 0.15061394114517 0.211470884202344 0.22104563345013 0
"P1365" "20" 13.26 0 0 40 785.571556230025 2772.2404185902 2722.0879313151 0 0.187180853425692 0.359743256409619 0.382693179487733 0.334303609913793 0.313966581572215 0.290677364088421 0
"P1369" "20" 25.73 0 1 35 334.955620644309 2751.90193359375 2773.28325737847 0.400299850074962 0.522742162675664 0.458203811856318 0.339905418441051 0.32624488943671 0.342957847715087 0.322978144939008 0
"P13710" "190" 7.16 0 0 1 536.770099487305 5694.65666564437 6920.23122829861 0 0 0.000916846148501782 0.024342072585726 0.0355701940498562 0.0252530361677998 0.052952961886543 0
"P13720" "190" 7.02 0 0 1 476.314731445312 4690.18904296875 7910.94178602431 0 0.0163379958725063 0.0966438378843734 0.18208257194917 0.182311220675302 0.216831098025226 0.25350292767536 0
"P13743" "190" 5.69 0 0 1 581.520269220526 4969.13738458807 7634.24731445312 0 0 0 0.00397339913839977 0.0489318426724138 0.10266969421899 0.135590173136768 0
"P13745" "190" 6.5 0 0 1 590.788662719727 5171.08128417969 7442.76663208008 0 0 0 0 0.0030384984214893 0.0474382316771278 0.103916714522963 0
"P13927" "181" 17.55 0 1 5 544.349908169833 7584.45170051007 3609.32126193576 1 1 0.989206543582015 0.887831447191963 0.893565573494447 0.929598443182 0.948217590885986 1
"P13930" "181" 44.04 0 1 5 283.837015457153 7484.75317382812 3345.32511393229 1 1 0.96950750439588 0.894135577357938 0.892733065260294 0.934162677897337 0.941129602826917 1
"P13974" "181" 81.78 0 1 5 287.576681671143 7553.39738547585 2889.52514648438 1 1 1 0.991969551215024 0.970358297413793 0.935055808295245 0.925913087566902 1
"P13992" "181" 28.73 0 1 5 340.724467253882 7715.18548828125 3018.79112413194 1 0.994717790808137 0.974959162049403 0.991969194331381 0.977751284797295 0.947378859433817 0.933551405374713 1
"P1401" "20" 21.56 0 1 35 365.780229797363 2946.95688597624 2614.07725694444 0 0.0562889682357694 0.123314912501047 0.216642223947591 0.292134952548378 0.355585696867729 0.31637777941612 0
"P14052" "181" 36.61 0 1 5 306.838453258168 7922.94217285156 2897.08474392361 1 0.9711512213232 0.974959162049403 0.983938388662761 0.98780469734015 0.987007438012129 0.962767367834245 1
"P14069" "181" 37.17 0 1 5 291.303895721436 8138.54844238281 3059.77126057943 1 0.990849630381848 0.957484341915508 0.982723555983103 0.978234105603448 0.979593303536965 0.973341387008405 1
"P14105" "181" 2.7 0 1 5 664.522668457031 8466.20374023438 3384.24289279514 1 0.990333693670084 0.953440597337807 0.95096032436926 0.960004580142389 0.973457158221479 0.969819139895931 1
"P14150" "181" 19.32 0 1 5 387.364141235352 8257.62066761364 2856.61407470703 1 0.983974568960811 0.946413101229876 0.971893429252583 0.978962823275862 0.980695360977051 0.983318803951647 1
"P14162" "181" 17.55 0 1 5 402.562104797363 8848.12880859375 3628.09865993924 1 0.966098317336565 0.896492351162226 0.963861374491212 0.959518276788781 0.943167357935033 0.924180516052094 1
"P1423" "20" 8.91 0 1 60 560.475703125 3083.68766424006 2478.02870686849 0.980101950690186 0.799259671765978 0.619855995351649 0.450556014471538 0.410102370689655 0.34940810997149 0.312960294692076 1
"P1436" "20" 47.58 0 1 0 201.376277160645 3100.90665616122 2477.07492404514 0 0 0.0474551626254305 0.144636849163588 0.287025399583746 0.336339773931285 0.371839992549852 0
"P14366" "184" 7.17 0 0 5 553.835839566317 2428.97759676847 2429.34922281901 0 0 0.0772342240144408 0.178923208833494 0.251683728448276 0.374498550554889 0.420835133338335 0
"P1441" "20" 23.76 0 1 40 412.714753168279 3168.35202253357 2379.41170247396 0.809829179047931 0.561732237036066 0.427373775433308 0.396309280129246 0.407832043484411 0.367404256225409 0.33357908474414 1
"P14429" "184" 16.66 0 0 5 532.412522888184 2215.72799707838 2206.06005859375 0.259975932819171 0.276376923160918 0.132222121018915 0.10835877702957 0.178640894396552 0.264220933235018 0.297013759367571 0
"P14440" "184" 35.47 0 0 5 510.73342376709 1995.05505004883 1998.04286956787 0 0.150518887750934 0.221940310869385 0.320182255827383 0.396969852061761 0.421290307124718 0.422713597236538 0
"P14456" "184" 36.87 0 1 5 398.345317382812 1963.87824596058 1957.75382486979 0.939760254805131 0.859111060154399 0.803359453316527 0.631568490590207 0.532697501801747 0.545682279215628 0.540274129231613 1
"P14474" "184" 26.35 0 1 5 375.93695098877 2256.96896387526 2222.97097439236 1 0.693872091372665 0.536630422915447 0.371952829473475 0.319210329568187 0.288821950920833 0.259798044077456 1
"P14498" "184" 23.64 0 0 5 473.849843444824 1724.85714355469 1721.52291870117 0 0.0549731931295793 0.182233145148415 0.368698764063742 0.399886853448276 0.41700895222022 0.434416009395379 0
"P14512" "184" 4.44 0 0 5 612.497660522461 1983.33839111328 1955.70323181152 0 0 0.07088429364181 0.266333983364092 0.224564697389262 0.227283737668961 0.231674918644296 0
"P14562" "184" 32.15 0 0 5 462.211857743697 1393.25422241211 1395 0 0.135756870966685 0.132624564544286 0.0655819984106403 0.0947359913793103 0.214549820183623 0.269241514539298 0
"P14622" "184" 37.72 0 0 5 494.060535916415 1089.86280184659 1095 0 0.014723305052358 0.0166984670388488 0.0712793822409971 0.1366796875 0.210600781023316 0.278617492685728 0
"P14682" "184" 33.02 0 1 5 415.184091363071 791.425208074396 795 0.740456542977551 0.220559294174879 0.101842327734897 0.0643399220306504 0.159733297413793 0.278236228940454 0.327319807643058 1
"P14765" "143" 12.9 0 1 1 522.951351928711 7847.59364346591 9768.86791992188 0.659976220704109 0.250017743855166 0.177880913148242 0.181414425530135 0.216612338362069 0.212034254287775 0.232208405656888 1
"P14768" "143" 23.47 0 1 1 339.673617553711 7899.9316015625 9557.91796875 0 0.185999279326498 0.32615019858849 0.276509368856916 0.325412176724138 0.301649625593288 0.308514821262737 0
"P14880" "143" 12.66 0 0 1 511.693477172852 7201.71016601562 10479.6945529514 0 0 0.0236749560411957 0.0545752325979604 0.0818525328860959 0.0916427517982739 0.141213934363678 0
"P14884" "143" 10.63 0 0 1 566.124262695312 7258.3445756392 10199.7452799479 0.150060024009604 0.352435275876 0.24573359057374 0.0861247333640052 0.10497036637931 0.129867087613566 0.142414240001242 0
"P14908" "143" 4.18 0 0 1 500.920643615723 7237.05813775181 10007.6494954427 0 0.0245607803087489 0.106440118463071 0.147576284175419 0.212077047413793 0.235173467567834 0.272963937988383 0
"P14939" "143" 7.85 0 0 1 499.221779008345 6893.93432617188 10723.4734157986 0 0.0679139231936755 0.0517483057769144 0.0405343936506443 0.0523510275010608 0.106392324525208 0.141071657231106 0
"P14985" "143" 20.07 0 0 1 483.446417236328 6783.4370703125 10510.3091362847 0.269973056688942 0.204435144844455 0.0918163359289961 0.0442465499167379 0.104124148800744 0.104735143941774 0.118824687410673 0
"P150" "2" 51.1 0 1 0 198.547365235888 152.628129300204 96.0689144134521 0.819747718907383 0.763286052783874 0.681941314572422 0.640629574637166 0.672155172413793 0.646416583036301 0.62426501592196 1
"P15033" "143" 6.52 0 0 1 583.010874328613 6789.60637207031 10167.2893676758 0.370047846614795 0.382638047193195 0.366999806741945 0.375437202323381 0.362327468241227 0.345817428755477 0.359107182583412 0
"P15068" "143" 12.25 0 0 1 563.929443664551 6459.80290789644 10622.1043836806 0 0.000476354265622782 0.0616777223460851 0.0570665600075289 0.0872328530919329 0.131930209403734 0.168507862105003 0
"P15127" "162" 10.84 0 0 1 449.658486633301 6865.51676136364 9750.03070746528 0.179982037792628 0.597509308699403 0.73513277852586 0.698528469885786 0.748540753164003 0.737506588790272 0.720755258756834 0
"P15148" "162" 10.16 0 1 1 481.816856245561 6880.58317382812 9529.69946289062 1 1 0.857428011374617 0.783574578091522 0.762801829563943 0.769467469481844 0.740614814608463 1
"P15200" "162" 5.3 0 0 1 508.336496276855 6226.97785866477 10166.124593099 0.290203851324703 0.470077035629661 0.494936614528563 0.389979976159605 0.350650592672414 0.358679767130471 0.395419493860151 0
"P15202" "162" 9.4 0 0 1 484.09580411044 6319.56201171875 9982.19281005859 0 0.209170024350029 0.292341459374396 0.373347257584709 0.419790914674223 0.472867721825606 0.496972119180286 0
"P15245" "162" 8.66 0 0 1 483.93650970459 6296.98985262784 9634.53051757812 0.300120048019208 0.276200849521189 0.254964712246796 0.377006305157054 0.500344827586207 0.577857429970106 0.585500021988085 0
"P1530" "27" 0.22 0 0 45 789.479647216797 376.142406671697 350.348309834798 0 0.0602963496795187 0.319295514577416 0.400697697519762 0.324156788793103 0.294492907168963 0.344170441287933 0
"P15321" "162" 16.55 0 0 1 399.729072154652 5745.93869850852 9898.29321289062 0 0 0.00670425130407699 0.151875339830189 0.242906788793103 0.307729575335209 0.399306211246 0
"P15329" "162" 10.78 0 1 1 388.751239845969 6191.47454480888 9122.833984375 1 1 0.955715732790148 0.792697049228324 0.72672817887931 0.685828446391827 0.617519847480295 1
"P15458" "162" 8.31 0 0 1 435.804061584473 4992.89413174716 10019.8951822917 0 0.150553881263581 0.370169808613496 0.349851121620173 0.321472111647706 0.315461960717499 0.314278544996437 0
"P15505" "162" 10.74 0 0 1 395.222680358887 5235.8816184304 9290.11157226562 0 0.198106784908743 0.289816680930952 0.330694212824291 0.336405952008965 0.303447367160174 0.339136975234699 0
"P15568" "224" 8.2 0 0 55 668.296142578125 1501.10436900746 1479.2046101888 0 0.366012054902218 0.506485705536405 0.406776736793676 0.430767780172414 0.420469519061068 0.411474676193112 0
"P15593" "224" 5.61 0 0 55 628.711540527344 1857.28479736328 1838.99428982205 0 0.0466690689116738 0.103095170811354 0.20228506745929 0.214678009254582 0.235423466209489 0.258866775573345 0
