"plotID" "qdID" "greenVeg" "tanque" "OpenClosed" "fireDay" "deltaBurn" "dist2wiw" "dist2wclass" "forest0" "forest100" "forest200" "forest400" "forest600" "forest800" "forest1000" "class"
"P15609" "224" 10.87 0 0 55 619.28117869984 1458.44376593976 1448.82836914062 0 0.0884462934451469 0.104198925220876 0.335956125308461 0.364432920258621 0.35464155182465 0.363592387466274 0
"P1565" "27" 0.45 0 0 45 833.43241027832 243.315436248779 210 0.240186164555912 0.183236697568273 0.133399289660822 0.110250062737881 0.219919181034483 0.27741367882213 0.341233091809309 0
"P1567" "27" 0.06 0 1 45 822.720217895508 236.114445495605 210 0.479670209872575 0.43294597132593 0.333079523570292 0.226799676885553 0.243305246283686 0.272073112943845 0.311294605497847 1
"P15690" "224" 4.36 0 0 45 643.522914428711 1386.27396573153 1368.42979600694 0 0.0254733514593638 0.104505573035046 0.147597424495526 0.214325068870523 0.254870380525932 0.316977930229881 0
"P15708" "224" 13.3 0 0 45 617.967548717152 1163.73886474609 1157.21820068359 0.379861854651771 0.292926480383486 0.219162202220769 0.250897935923711 0.305851293103448 0.355960560185912 0.41004286383167 0
"P15780" "224" 34.7 0 1 45 717.944428710937 344.108751831055 347.85701751709 0.819712057484864 0.846587993142682 0.90120671143533 0.821461060688444 0.730549568965517 0.679945482762384 0.64499978011915 1
"P15788" "224" 5.82 0 0 55 616.339528198242 1130.54387939453 1130.38745880127 0 0.110518946950905 0.14129786587891 0.263806809902369 0.337135945867319 0.348044069655396 0.355936429228069 0
"P1583" "27" 0.89 0 0 45 860.758360595703 159.015850830078 120 0 0.0841959576768107 0.0708417064389182 0.150789356045456 0.235303468110759 0.290296775086653 0.308643077118086 0
"P15841" "224" 17.37 0 1 45 703.798356933594 585.989578524503 584.206537882487 0.699879951980792 0.955776853277427 0.927152283214376 0.819558011627421 0.729465247844828 0.629974897580531 0.557972232928839 1
"P15932" "246" 20.28 0 0 45 607.344470214844 5782.03014160156 3011.15189615885 0.349939975990396 0.23419022504668 0.416933705393492 0.413660912208792 0.305188577586207 0.27281911084728 0.318479304038306 0
"P16025" "246" 16.34 0 1 45 618.303083190918 5762.82573242187 2472.04557291667 0.5 0.602912995053559 0.495589375860803 0.428738916307667 0.414791217672414 0.426697208387349 0.452980420256976 1
"P16033" "246" 21.59 0 0 30 547.596390075684 5318.92697975852 3216.25561523438 0 0.0274538386783285 0.0908285609361508 0.172447957921924 0.165865815299023 0.162752437186866 0.210411064504572 0
"P16081" "246" 42.17 0 0 55 506.261272638494 5628.47566894531 2263.69162326389 0 0.174723741824177 0.324245897178263 0.549540293887752 0.523345928724902 0.49597751026254 0.516243521540111 0
"P16130" "246" 25.09 0 0 35 541.741424283114 5134.66844371449 3141.36911349826 0 0 0.000290313936061457 0.0696486783939434 0.17908895579489 0.250728094601718 0.280820137129287 0
"P16167" "246" 8 0 1 45 688.78720925071 5205.54529716555 2987.57110595703 0.88013223307341 0.439430667933305 0.384552871063232 0.358064693211761 0.364707704741379 0.363284983003293 0.402334099898337 1
"P16208" "246" 35.81 0 0 35 461.639434814453 4924.97407670455 3038.25607638889 0.11986803716989 0.207057140673284 0.268283260855169 0.265557725337035 0.277606471471775 0.350893679553187 0.391549255696582 0
"P16258" "246" 8.33 0 1 45 734.490700461648 5534.67364257812 2751.02337646484 1 0.833584477129536 0.716262727465934 0.71119662051947 0.730001346982759 0.704870880927219 0.655316072255434 1
"P16261" "246" 6.04 0 1 45 809.996422784979 5286.85278764205 2923.29819742839 1 0.826890948995971 0.801985608889698 0.816679911330461 0.711830549568966 0.649730741280037 0.596160362984482 1
"P16280" "246" 5.7 0 1 45 813.682175514915 5312.41511896307 2892.10235595703 1 0.974220908266999 0.923984023911786 0.814660535781505 0.746371228448276 0.701777666566399 0.648137609196711 1
"P1643" "27" 2.2 0 0 45 860.835033069957 69.9314373709939 65.9967888726129 0 0 0.0301467450100741 0.170991851555576 0.206769181030128 0.224892050325047 0.241446880832554 0
"P16464" "262" 6.94 0 1 45 683.946395596591 2236.29236949574 499.498751322428 1 0.828304009945628 0.769601723239921 0.708731502557577 0.711390086206897 0.691336071617762 0.709339503793591 1
"P16524" "262" 14.86 0 1 60 522.323001403809 2137.07125133168 454.644276936849 1 1 0.970087080298083 0.867198916677777 0.734225113998397 0.702616614932462 0.69397999583516 1
"P16525" "262" 30.94 0 1 60 497.229387872869 2037.54824702996 543.875915527344 1 0.925429401295028 0.898496818953282 0.833628737317889 0.729592434682455 0.712655535382469 0.705388035010522 1
"P16527" "262" 22.28 0 1 45 663.446203613281 1833.83687966087 752.795145670573 0.599700149925038 0.515590024131643 0.606192468157436 0.710271431820499 0.730710528265541 0.714234182910142 0.720005070239633 1
"P16651" "262" 13.62 0 1 45 702.438948752663 1606.62157426314 1261.66559516059 1 0.822476823795329 0.755115232300775 0.666960763553945 0.649685115210788 0.670764139943243 0.663541743463983 1
"P16686" "262" 26.41 0 1 45 661.482698669434 2053.92443181818 1031.95215861003 0.980048134361658 0.919208968755298 0.943389169958074 0.915890183871802 0.838046875 0.800202842456364 0.77707185964876 1
"P16723" "262" 25.99 0 1 45 571.213908386231 2414.74633544922 993.931633843316 1 0.978413917734028 0.881568563607867 0.918661950659692 0.907673759151865 0.876643204361646 0.827104828497851 1
"P16725" "262" 14.05 0 1 45 749.092534790039 2236.43770197088 1101.56834920247 0.759975932819171 0.79366080300499 0.863216829926002 0.899325306369986 0.900475484913793 0.866471366471366 0.821481324355296 1
"P16875" NA 2.97480751626502 0 1 1 423.416985251687 5048.20217507102 7800.96142578125 0.87045622570757 0.581205435625293 0.423746164543829 0.375010130003895 0.337212983356571 0.330980891177144 0.297112162237321 1
"P16883" "179" 8.18 0 0 1 468.7562114621 5790.72897162319 7006.07055664062 0.0498199279711885 0.165405488037912 0.158393296292923 0.204307216947593 0.206938308189655 0.192412840300164 0.147274900212896 0
"P1696" "27" 6.1 0 1 55 748.475450439453 309.042846124822 330 0.540396068472366 0.513488059750385 0.45906409350787 0.252413555121599 0.191821751635043 0.199725533625459 0.196866281483666 1
"P1721" "27" 0.04 0 0 45 828.655931396484 506.706474914551 495.027183532715 0.150060024009604 0.240842805822168 0.140396128145468 0.104895123175373 0.121066810344828 0.155257000327423 0.160255630889897 0
"P1735" "27" 3.63 0 0 60 724.455200195312 486.880381913619 503.488644070095 0 0 0.0473484660506387 0.151334415609879 0.168118167673624 0.170430041689073 0.215437327569816 0
"P1739" "27" 0.01 0 0 45 866.352491344105 533.972096946023 531.089660644531 0 0.090097836887564 0.119604733151692 0.105057196034966 0.144100215517241 0.135551734143283 0.16256179298606 0
"P1794" "27" 2.12 0 0 45 746.985684481534 773.674003664127 770.652988009983 0 0.00728180517792992 0.0963237566499636 0.0791944098063666 0.142818269379727 0.192710801356625 0.21776808568705 0
"P190" "2" 31.08 0 1 0 331.983813545921 66.6247464700179 35.5009384155273 0.299850074962519 0.500663347200839 0.534436939842982 0.661933667427397 0.618823038116214 0.602746527241653 0.581917352507117 0
"P215" "2" 51.93 0 1 45 233.947874717712 139.098000014124 170.882059733073 0.640359730179888 0.726307858616962 0.663413248240747 0.583194127473355 0.642713869075283 0.696109019854221 0.725813857534027 1
"P2203" NA 3.08336049707124 0 1 65 395.710067138672 735.211742054332 685.643459743924 1 0.913276225417936 0.762668247090346 0.687259984262549 0.702284009241111 0.670512567951059 0.675842248289117 1
"P2207" "61" 0 0 0 65 379.909745330811 807.004536778474 776.055755615234 0.379951980792317 0.676858464091897 0.717802857797393 0.752044209293571 0.779249730603448 0.7777650594552 0.698571809205506 0
"P2222" "61" 0.35 0 1 65 320.915164663772 230.567028503418 239.555995941162 1 1 0.968506936202395 0.891446250529365 0.768958159908836 0.695209472445682 0.662575163584674 1
"P2261" "61" 29.14 0 1 65 202.109434370561 64.4364805915139 60 1 0.808689848330986 0.824160890488069 0.779233884144126 0.695214424754322 0.665860482698769 0.675354625752937 1
"P2297" "61" 2.79 0 1 65 350.124475402832 285.739662475586 236.055595397949 1 0.999129144582474 0.885875946296835 0.729193053175596 0.708468412652448 0.721387909497589 0.694560095814951 1
"P2323" "61" 10.69 0 1 40 754.656439819336 79.9855753326416 41.1967716217041 0.772533324691598 0.639679224679225 0.559866345875836 0.568365220982849 0.686510545203737 0.67210167109417 0.594924805951887 1
"P2330" "61" 0.36 0 1 40 873.309085083008 622.288545920632 213.954695701599 1 1 0.944119433477817 0.859626031902046 0.80241409777069 0.761709495898083 0.677911602953121 1
"P2367" "61" 6.69 0 1 40 812.186393432617 518.527992248535 107.99621158176 0.989991198878352 0.904781013529007 0.879462603617182 0.830344001861307 0.768227282830528 0.688095986029102 0.632361063146472 1
"P2404" "61" 1.08 0 1 40 821.834904946572 469.654489564502 236.785793728299 1 0.967927299330647 0.88615731440807 0.778358128968674 0.655728208962261 0.602558846549071 0.581625037671104 1
"P2459" "61" 3.97 0 0 40 822.409691273082 381.389404296875 361.667534722222 0 0.0104279271901377 0.129207070757198 0.267434717026511 0.354628301238659 0.466402493890394 0.527673548999598 0
"P258" "2" 9.7 0 1 35 463.35347869873 165.000964660645 197.68523534139 1 0.998446730216966 0.876907695166605 0.727086295955498 0.67262661637931 0.651341235848278 0.674956605867456 1
"P264" "2" 47.66 0 1 65 211.603436203003 178.361198980158 165 0.150060024009604 0.436033402124895 0.548823386229261 0.529169193609101 0.600874191810345 0.577854767995613 0.572100224278467 0
"P267" "2" 23.63 0 1 35 485.429373168945 265.207218475342 230.713156382243 0.940066116536705 0.717124731112349 0.651983531856644 0.556392205863901 0.517801724137931 0.497355328341244 0.504664060863019 1
"P275" "2" 74.68 0 1 45 151.645626831055 154.547204703339 150 1 0.938131271770345 0.815676546931257 0.793555749005952 0.700624381175615 0.712302802165915 0.695102691754005 1
"P3059" "67" 10.94 0 1 5 477.834028511993 5807.40488725142 2732.63576253255 1 0.996270147861996 0.995825363572882 0.971564108929593 0.963491379310345 0.970559893095104 0.943752176396027 1
"P3067" "67" 7.82 0 1 5 369.380595550537 6105.6594921875 2250.93313259549 1 1 1 0.981405234140335 0.966287457818909 0.963967969161799 0.947746782920018 1
"P307" NA 3.39433989263919 0 1 60 316.336100769043 90.2125294113159 65.2098956637912 0 0.120041274936941 0.351958260068659 0.527362774392396 0.431147662443506 0.407943285823053 0.449631954926604 0
"P3075" NA 3.23665736855661 0 1 5 356.582778015137 5803.330078125 2534.54142252604 1 1 1 0.978319177469826 0.975912492338365 0.959132196423152 0.960633210845656 1
"P310" "2" 28.39 0 1 35 457.55928663774 142.270689253374 157.840102301704 1 0.975479357071882 0.64759953529264 0.429721300718642 0.349685788761139 0.406063816759753 0.425338781254082 1
"P3142" "67" 23.17 0 1 5 309.46686706543 5838.75806640625 1817.52304077148 1 0.988944213319357 0.974818816397999 0.963862980467606 0.959991918103448 0.929312598326683 0.929371684002763 1
"P3181" "67" 3.97 0 0 40 505.023497980291 5718.14183157929 1584.51888020833 0.460539595269831 0.744432524213538 0.887313529125684 0.942597515992335 0.923577630045734 0.916478098594924 0.932845193425762 0
"P3184" "67" 11.52 0 1 5 365.910204467773 5569.43053977273 1704.90470377604 1 1 0.995826530185046 0.945605146826237 0.951104285800885 0.938161208397446 0.938752281284478 1
"P3200" "67" 2.38 0 0 40 539.411507263184 5684.68884277344 1471.42792426215 0.129786847272642 0.712549546303272 0.885943467031633 0.891625950586495 0.900881677409795 0.9186024843067 0.936622004581324 0
"P3272" "67" 10.07 0 1 5 341.596168823242 4864.35322753906 1610.15528700087 1 0.992795994802415 0.949900046052081 0.957501039142335 0.973920130399348 0.978680271963965 0.968630479124711 1
"P3290" "67" 9.35 0 1 5 403.093984985352 4852.11795543324 1429.33272298177 1 1 1 0.954900612739972 0.973922413793103 0.983035236556363 0.965624862574468 1
"P3311" "67" 1.74 0 1 5 454.304495239258 4718.44024325284 1375.55264282227 1 1 1 0.975823696097704 0.973922413793103 0.98187195370294 0.969261950524222 1
"P333" "2" 65.81 0 1 35 215.917112197876 117.329888846657 100.220792770386 0.980101950690186 0.882889190989397 0.881677693227015 0.880398071855787 0.790567079741379 0.750453201157427 0.664547187723923 1
"P3383" "73" 26.93 0 1 25 385.701612739563 3520.82804731889 3469.81077067057 0 0.439005633726687 0.657298920528723 0.729621762472308 0.72844692887931 0.634754472782642 0.589922213915612 0
"P3398" "73" 3.52 0 1 40 646.461701354981 3916.90269287109 3866.98476155599 0.900000287884938 0.346192168681277 0.339652839393725 0.390884447279267 0.482291217672414 0.565388741445079 0.612015065718506 1
"P3401" "73" 14.25 0 1 40 569.515610434792 3660.51317693537 3615.60396321615 0.600240096038415 0.500428582347867 0.572662134598559 0.664690859090719 0.614256465517241 0.5975041327154 0.586322635052112 1
"P3410" "73" 61.71 0 1 45 110.982322554155 2936.75239923651 2917.13592529297 0 0.174663685698999 0.306792305972559 0.419907252499059 0.447979525862069 0.463075751808146 0.437881072915077 0
"P3433" "73" 54.21 0 1 40 133.701922479272 2727.27595154313 2704.27435980903 0 0 0 0.0363974307695927 0.125607710804421 0.199079965285727 0.266130669905412 0
"P3507" "73" 63.05 0 1 25 147.661896384954 3161.6466685902 3151.01985677083 0 0.179518677454931 0.216974070264427 0.306295484963821 0.344955549568966 0.371133814795787 0.363529010044675 0
"P3517" "73" 19.58 0 1 40 362.728175964355 3858.75060147372 3841.13262261285 0 0.291588866686321 0.448950221887298 0.54578238921697 0.598616527578519 0.592296306550456 0.567472343265571 0
"P3537" "73" 36.3 0 1 15 358.499898459695 3853.56671919389 3829.01259358724 0.150060024009604 0.368681822648803 0.461416699097727 0.604512160692626 0.669851831896552 0.615416559078531 0.569125365713591 0
"P3673" "73" 33.93 0 1 15 305.955205535889 4179.30226828835 4167.70617675781 0.839856172615864 0.687132590176357 0.775971121724966 0.892519253706372 0.862957795041429 0.755766906765901 0.66071538011533 1
"P3693" "73" 25.39 0 1 60 327.780212249756 4203.34724786932 4193.63807508681 0.909828999065893 0.779715497756085 0.75434747341539 0.906509867277343 0.871202354732028 0.748901868288086 0.645040542515641 1
"P3778" "76" 16.55 0 1 45 698.525750562179 37.3982070159912 56.0565361976624 0.100119904076739 0.0884599425645057 0.0850073161977858 0.150979228641784 0.169236011593703 0.124488258561853 0.121517484362632 0
"P3792" "76" 0.01 0 1 45 902.765704698799 135.984208602905 121.31596883138 1 0.695362310294757 0.576636279644359 0.461622401232909 0.430588631465517 0.386317717303633 0.387616310502803 1
"P3803" NA 0.813973555026963 0 0 45 974.945364990234 365.789039611816 349.89235941569 0 0 0 0.0251448199422811 0.107327586206897 0.185479727733249 0.252996199941538 0
"P3830" "76" 0.03 0 1 45 741.233893654563 227.547010664506 229.581127590603 0.910008981103686 0.509232264334305 0.527148486561166 0.383363788699883 0.336468036668081 0.322246418094016 0.329989820717879 1
"P3836" "76" 3.24 0 0 45 890.669622802734 48.084822992845 23.5355339050293 0 0 0.000636200791041851 0.0168830252206282 0.0493965517241379 0.0889938002614059 0.106414571115934 0
"P3838" "76" 0.18 0 0 45 848.425887451172 226.556208662553 195.560453414917 0 0 0 0.00809411244056582 0.0216721977394434 0.0845950521457205 0.146021951695128 0
"P3920" "76" 0.16 0 0 40 740.133106689453 415.841714149664 54.062796274821 0 0 0.0545003415595531 0.169256346982308 0.199073275862069 0.194876497693399 0.192076270199936 0
"P3930" "76" 0.05 0 0 45 888.520501708984 416.634379577637 251.592488606771 0 0 0 0 0.0045635775862069 0.0253326802622577 0.0428379633342215 0
"P3954" "76" 0 0 0 45 840.395621337891 603.448568725586 204.003284454346 0 0.0381370044004761 0.0208731821355922 0.0511431364758041 0.0565247844827586 0.0578753184386987 0.0786850090409832 0
"P3964" "76" 0.28 0 1 20 866.988601962003 745.150965576172 491.495719909668 0.830041926680582 0.676996320197421 0.488227319006153 0.418357104019407 0.325665409482759 0.245099970452083 0.184589973950586 1
"P3979" "76" 0.18 0 1 20 849.066866787997 713.996268280281 305.19359588623 0.759813835444088 0.565574464135574 0.378641594007292 0.215699370529926 0.208731142241379 0.207807038792954 0.163058465024717 1
"P4048" "81" 45.35 0 1 0 290.531144104004 290.53283219771 315 1 0.875150140312947 0.771271325146906 0.521343949976996 0.433587015086207 0.378985308562773 0.365522165283142 1
"P4066" "81" 23.44 0 0 40 476.659153289795 389.470827969638 420 0.409873859453691 0.412233026952622 0.479855838312774 0.45032084147355 0.377008351293103 0.336626639443541 0.33980889501762 0
"P4123" "81" 11.24 0 0 40 659.696837269176 428.977917203036 442.382787068685 0.0599338834632952 0.166523350913399 0.178635797817873 0.269090614412983 0.250882273706897 0.258027849577145 0.273040279584968 0
"P4166" "81" 32.05 0 0 40 559.677039794922 128.176483015581 110.919192843967 0 0.149517913104247 0.206638650360919 0.273636893604896 0.275138582984771 0.268339465123337 0.26344809924218 0
"P421" "4" 14.88 0 0 35 478.379202880859 487.270766581386 261.130137443542 0 0.0649842023281297 0.154697551144364 0.277750599471755 0.342276880474954 0.40501306970331 0.436652490855567 0
"P4250" "81" 45.63 0 1 15 340.685845184326 496.732786698775 93.9155945777893 0.160143827384136 0.104228770159749 0.172484194251953 0.354005792767406 0.381064875173744 0.309601573688105 0.283932701112853 0
"P4253" "81" 17.53 0 1 15 747.172627951882 385.058106689453 325.465145111084 0.649880095923261 0.378435483342615 0.442427045084343 0.498354446262672 0.385439450915321 0.299562391196716 0.289440055461568 1
"P4254" "81" 11.43 0 0 15 748.898513793945 288.602714538574 253.591431935628 0.399759903961585 0.462631913917381 0.560150645723102 0.475185381070083 0.381946390086207 0.301175794133541 0.298487317705069 0
"P4257" "81" 8.96 0 0 20 887.039824829102 335.793137983842 277.175327301025 0 0 0.11302293358947 0.117084570663767 0.11125 0.136085460029122 0.155519138687906 0
"P4260" "81" 8.98 0 0 40 838.032398376465 137.455653166968 77.3391621907552 0.5 0.349794171280069 0.171168373782455 0.138487337404325 0.143146551724138 0.160747322719154 0.171541985601685 0
"P4319" "81" 14.09 0 0 40 809.376842706854 115.138637448145 65.9967888726129 0.490209917529991 0.355005405051266 0.231805752682302 0.175318343541763 0.150418611543306 0.148149282021521 0.165486413180554 0
"P446" "4" 6.09 0 0 40 558.942764282227 915.635158691406 560.981926812066 0.0899100674550281 0.109502789879997 0.244408355086201 0.472301301607468 0.464786114085958 0.443050223885762 0.462954268249306 0
"P4573" "88" 59.43 0 1 5 162.265054043857 4475.95386629972 5667.51928710938 0 0.22494294668108 0.332176085696143 0.346979186816749 0.372766919156547 0.370727058811003 0.374197436971964 0
"P4617" "88" 24.48 0 1 5 347.310761746493 4784.57389914773 5892.0410563151 1 0.773947379915048 0.670721239170096 0.520592402442595 0.486567887931035 0.492310886677084 0.508848264105357 1
"P4640" "88" 45.89 0 1 5 260.344888166948 5049.94471191406 5985.12528483073 1 0.768292549764689 0.722216242026789 0.669956919988289 0.680075431034483 0.648635338776184 0.618470508804288 1
"P4653" "88" 24.05 0 1 5 366.446978607178 4505.46841909866 6059.45833333333 1 0.852985335386161 0.698757902118396 0.493676263374873 0.519778806064647 0.490526783765221 0.489946827155272 1
"P4674" "88" 14.32 0 1 5 498.353194358132 4523.11553222656 6149.64008246528 0.719838160151617 0.650716305783951 0.594880369253956 0.538454801883266 0.562073726821449 0.513990863544157 0.507444327604739 1
"P468" "4" 6.84 0 0 35 536.468584899902 1105.03189767885 734.519544813368 0 0.246560421921578 0.519624290854507 0.504169640312971 0.590679410239312 0.545022069119738 0.471194701082212 0
"P4714" "88" 24.51 0 1 5 436.18918548584 4408.33093039773 6158.89594184028 0.969880127402566 0.457825586093185 0.372795351006918 0.58290264478063 0.520422720200449 0.519631932871541 0.518813563925762 1
"P4716" "88" 37.65 0 1 5 280.786228637695 4574.14793146307 6364.3955078125 0.179820134910056 0.365075725314203 0.507077890814703 0.546910414166843 0.601033226238827 0.550157332325271 0.534030749968634 0
"P4742" "88" 25.05 0 1 5 361.592394866943 5041.4093306108 6488.44363064236 0.849714998443155 0.757168517487252 0.747196529877928 0.82300072936028 0.738133053136387 0.67625213636533 0.661134673066551 1
"P4746" "88" 20.07 0 1 5 471.215888671875 3647.20606134588 5380.77828979492 0.959904019230659 0.502702525633046 0.551789017420833 0.559445138623852 0.523627827042636 0.465041870963964 0.455615225028067 1
"P4750" "88" 50.91 0 1 5 324.054464791038 3965.33606178977 5783.97314453125 1 0.675729030768059 0.539441688954395 0.418430017692655 0.490922683189655 0.500628225980339 0.476889229201212 1
"P4848" "102" 11.92 0 1 5 366.726687316895 4396.66261379778 1755.38463592529 1 1 1 0.994255592791455 0.944466592679589 0.915191999531514 0.933372394418662 1
"P485" "4" 4.21 0 0 35 585.19517791748 798.499248157848 453.483207702637 0.150060024009604 0.486275032192176 0.567170935146161 0.522592474661889 0.477473060344828 0.453356882934348 0.475336035546641 0
"P4922" "102" 6.95 0 1 5 407.643252702193 4068.80665394176 1974.23404947917 1 1 1 1 0.999280648224858 0.971489838621226 0.935870522635645 1
"P4956" "102" 11.1 0 1 5 376.541197662354 4201.18807705966 1977.2140045166 1 1 1 1 1 0.985736455155745 0.976203779871383 1
"P4998" "102" 20.95 0 1 5 364.580895579945 3572.14254180656 1751.21203613281 1 1 1 0.950644893136476 0.957623922413793 0.97213844396943 0.970535966040049 1
"P5015" "102" 4.38 0 1 5 403.288691850142 3645.35395996094 1637.6589457194 1 1 0.988167120770747 0.913003471496089 0.957623922413793 0.973436156534748 0.978405113652531 1
"P5016" "102" 11.01 0 1 5 411.974585667129 3548.08358487216 1646.92907714844 1 1 0.983568924104801 0.913061487729979 0.957628031764161 0.973357502967967 0.974968660333733 1
"P5046" "102" 8.02 0 1 5 401.036647796631 4099.36391601563 1496.23250325521 1 1 1 0.989443044460245 0.971667564655172 0.971624682892289 0.981240283206535 1
"P5062" "102" 9.82 0 1 5 388.6065234375 4284.61512340199 1463.86933390299 1 1 1 1 0.993553340517241 0.982156784973686 0.981240283206535 1
"P508" "4" 27.7 0 1 35 454.033354464444 1107.82367165305 765.245340983073 0.960114180604776 0.75656249658772 0.770354496357699 0.664414538058751 0.594453986407754 0.547946427145284 0.48876592695492 1
"P5081" "102" 1.4 0 1 5 413.193764343262 4174.79124200994 1331.76574707031 1 1 1 0.99824326125999 0.983559983026531 0.973194937679361 0.980035931443117 1
"P5083" "102" 19.44 0 1 5 369.216079157049 3976.25209517045 1266.29386393229 1 1 0.994441042870301 0.966478183239353 0.954636383842874 0.971533763889702 0.97723824564535 1
"P5520" "138" 16.18 0 1 5 547.728610839844 2735.48911798651 2150.95328776042 0.930237162331199 0.816536727050371 0.854935945742276 0.846733694615021 0.858765921046428 0.910110265734564 0.891222665005905 1
"P5541" "138" 31.45 0 1 5 495.870957253196 2689.77232111151 2385.39733886719 0.619832105504072 0.612045620816545 0.786317956870831 0.819547555313899 0.865132004310345 0.873758521645846 0.867109187656665 1
"P5543" "138" 17.32 0 1 5 571.691965637207 2576.84557861328 2556.47706604004 0.839856172615864 0.868897478734672 0.772720245161647 0.856537514442708 0.873166934241291 0.846018398735087 0.846854677241615 1
"P5591" "138" 17.86 0 1 5 528.666643870961 3364.68119007457 2017.3187713623 0.689976076692603 0.710750418839799 0.796830567902598 0.799869393218162 0.866835382344385 0.902049095235814 0.909574616263197 1
"P5610" "138" 12.37 0 1 5 535.762201538086 3440.40829345703 2095.76409912109 0.800120048019208 0.794079830969306 0.767507871573608 0.773758051361412 0.867843480603448 0.899547730533646 0.907137849772229 1
"P5636" "138" 7.22 0 1 5 628.517828646573 3111.8359375 2666.06448025174 1 0.999523645734377 0.91233085362354 0.808633116093766 0.778979840637987 0.791256475649428 0.795061431385559 1
"P5676" "138" 55.02 0 0 5 504.260992736816 3196.87682373047 2950.10858154297 0 0.348324161125124 0.590895409491953 0.774181532059057 0.774232219827586 0.739990310412846 0.76992055834215 0
"P5734" "138" 24.38 0 0 5 562.249651489258 3432.1624778054 3227.01098632812 0.120138010226579 0.585480339808476 0.607969470872608 0.582518358181253 0.707433975226818 0.738138846442586 0.761249917543935 0
"P5745" "138" 19.18 0 1 5 515.376304487749 3885.06986860795 2762.71603732639 1 0.871280614974722 0.836505955371347 0.892510855442884 0.922268248162891 0.878714347323753 0.850452505953005 1
"P5752" "138" 13.74 0 1 5 562.883878173828 3563.21771129261 3213.95227050781 1 0.886480274292703 0.712244036135101 0.612443274499143 0.717051454741379 0.752291294544816 0.761125324324254 1
"P583" "4" 32.42 0 1 35 364.316784515381 787.375825740089 591.439222547743 0 0.0507051135060766 0.1967091078456 0.361911708193147 0.476838624071342 0.476456056096561 0.470972231384007 0
"P586" "4" 8.51 0 1 35 563.112929382324 1033.25338134766 764.068020290799 0.93970601733947 0.659352103602276 0.623800290965419 0.543594308375618 0.505061730889693 0.508195390242734 0.466132222019585 1
"P5905" "141" 22.58 0 0 5 450.076974182129 5261.73406427557 8468.86056857639 0.340509655217369 0.602092682980094 0.658386404273636 0.72467302961621 0.647291317262422 0.501951346775353 0.416230457912484 0
"P5916" "141" 35.22 0 1 5 313.749733734131 4604.60660067472 7684.95930989583 0.670272906763905 0.573284851661371 0.51079308403788 0.473948244176228 0.453552641327702 0.439104936135322 0.407577421395118 1
"P5923" "141" 24.19 0 1 5 447.421402809837 5217.80589932528 8379.45336914062 0.91995215352328 0.805946375339863 0.692410027959714 0.684770902170731 0.650775862068966 0.539037855939264 0.413153531157117 1
"P5934" "141" 36.21 0 1 5 339.67123967951 4574.14793146307 7616.24780273438 0.920312009695965 0.641497690569005 0.597134474354622 0.447365531808106 0.432455549568966 0.424198945325706 0.414349941666904 1
"P5942" "141" 23.86 0 1 5 434.689999667081 5265.03087874483 8397.41473388672 0.709904019230659 0.810023367292342 0.713483890560724 0.605753295028572 0.626193310993546 0.546251044777709 0.413778474496474 1
"P5980" "141" 22.32 0 1 1 496.387791581587 5361.50460759943 8434.05265299479 0.980048134361658 0.741463840752995 0.550174299696114 0.526556422267765 0.57317349137931 0.495128586677882 0.411695850460327 1
"P6015" "141" 28.76 0 0 1 399.706148834229 5214.6190234375 8186.20495605469 0.0798319327731092 0.221563424727837 0.264749232004902 0.416105075494584 0.446135506465517 0.43730384575455 0.411594963952475 0
"P6039" "141" 20.75 0 0 1 483.727743835449 4264.62527440599 6892.98201497396 0.369891841628738 0.672233322972633 0.712306138164595 0.634984133323259 0.658686691810345 0.638027370421737 0.589564442215815 0
"P6134" "141" 11.52 0 0 1 561.045674438477 4640.99222381844 7058.46299913194 0 0.201562005219423 0.551683461733737 0.653023185291496 0.671405766938107 0.643405353026052 0.619452646936709 0
"P6156" "141" 22.63 0 0 1 447.320751953125 4911.47368164062 7376.12239583333 0.0600959808383785 0.663721186709034 0.689852804389647 0.651981210004601 0.619202586206896 0.594023601065855 0.537109420471683 0
"P6221" NA 2.5996494696861 0 1 5 519.171824951172 7353.84938742898 7353.22379557292 0.990071899107782 0.584041722628056 0.478473157325445 0.405912523821848 0.481464567883772 0.496694956314324 0.536395137226294 1
"P6240" "145" 2.08 0 1 5 538.607643127441 7400.62061878551 7399.2665608724 0.660336076876794 0.581627193413481 0.423771828863367 0.454363419632774 0.462854256465517 0.507564000521747 0.537794931358372 1
"P6278" "145" 2.54 0 1 5 574.372870788574 7501.92158647017 7487.85015190972 0.339735894357743 0.346002445922189 0.405932083647325 0.479793583198049 0.477303373813709 0.523256433055229 0.552605676340218 0
"P6316" "145" 5.17 0 1 1 545.387926635742 7607.25891335227 7587.72694227431 0.970122981726424 0.71913934112971 0.586380543475861 0.48636828250032 0.520054961708662 0.549252205580905 0.530801059059238 1
"P6372" "145" 5.05 0 1 1 515.972155151367 7852.77883300781 7828.22212727865 0.639946068517497 0.630306777606709 0.618068378474609 0.575613524195909 0.4723046875 0.46259792738666 0.469922886492331 1
